,text,labels
36,I just feel really angry lately.,1
37,Things are weighing me down.,3
38,I haven't had time to myself all week.,1
39,我今天对自己真的很失望。我感到非常难过。昨晚我失去了亲人。,0
40,真的很好谢谢我很好！这是美好的一天！,2
41,我感觉很厉害这是美好的一天。你好吗？对目前的情况真的很满意,2
42,我今天心情很不好。由于封锁，今天很伤心,0
43,我他妈的气死了。我一点都不好。其实挺烦的。,1
44,我很害怕今天得到结果。,3
45,我很生气，想要感觉好点。,1
46,I'm scared and sick to my stomach.,3
47,我今天很焦虑，我要考驾照。,3
48,我很高兴。,2
49,真的不好。我想我的婚姻结束了。,0
50,我觉得很烦躁。我讨厌我接触的每个人。,1
51,我很紧张，我有点失去理智了。,3
52,我最近对离开家感到焦虑和害怕。这种长时间的隔离对我不利,3
53,I want to punch someone.,1
54,I am sad because I and my brother got into a fight.,0
55,"Everything is going well today, I'm so happy.",2
56,今天太糟糕了，一切都出错了。每个人都反对我——我的老板、我的丈夫和我的孩子。,1
57,I was able to visit the family on the weekend and had a great meal with them.,2
58,我不断发现自己不由自主地握紧拳头。我感觉我的神经被击中了，我快要爆炸了。不太好，我度过了非常沮丧的一天。,1
59,why are you asking,3
60,I am angry about something that happened today.,1
61,"I feel terribly lonely, I don't have any friends, or a boyfriend",0
62,我对同事的行为感到愤怒。我真的很生气！今天是一件又一件的事情。,1
63,I feel like I'm on top of the world.,2
64,我想喊我为今天发生的事情而生气。,1
65,Great!,2
66,我昨天和朋友闹翻了,0
67,真的很糟糕 - 真的很担心，真的觉得可怕的事情总会发生我有更好的日子，我感觉不舒服，现在对事情感到焦虑。,3
68,"I'm really pissed, they made fun of me at school but I couldn't do anything about it",1
69,我当然不是处于最佳状态。,0
70,I am terrified that a murderer is in my house.,3
71,有点紧张,3
72,我今天很伤心，昨晚我失去了一位亲爱的朋友。,0
73,我不好,1
74,I am not happy with my friend's actions.,1
75,我最近对离开家感到焦虑和害怕。这种长时间的隔离对我不利我其实很担心这个结果，我不敢再问了,3
76,我今天很伤心，似乎什么都不对。我感觉很糟糕，我没有通过我的课程，我不能毕业了。,0
77,Not much energy to do anything lately.,0
78,我感觉很好，谢谢。,2
79,I'm ready for the day.,2
80,我确实感到有点焦虑，因为我即将做一些我以前从未做过的事情。我真的很担心我的外表，有些日子我宁愿根本不出门,3
81,I just had a panic attack and I feel terrible.,3
82,一切都很糟糕，我讨厌我的生活我真的，真的很生气。我觉得我可以炸了。,1
83,不好。我的狗今天被安乐死了。,0
84,糟糕的。我岳母不会停止越界。我的室友因为她的草率而让我发疯！,1
85,Nothing is well.,0
86,我很生气。我的老板把我逼疯了，我的朋友一直向我要我帮不了他的忙。,1
87,我今天很沮丧。,0
88,天哪，我今天不知为何感到很害怕。我感到害怕，因为我不确定我将来想要什么职业,3
89,我感觉准备随时斗争的紧张。,1
90,我对我朋友的不当行为感到愤怒。,1
91,我很生气，我完全被我的前任甩了，而且被鬼魂化了。,1
92,我感觉超级棒！我很好，谢谢,2
93,今天我的心情很沉重。非常难过，我今天没有精力。,0
94,不好。我发现我老公出轨了。不太好，因为银行搞砸了我的支票账户。,1
95,不好，我今天过得很糟糕。,1
96,我像大黄蜂一样生气，我想打人。就像我需要冷静,1
97,今天醒来感觉不到自己，这让我感到害怕。每当我有这种感觉时，总会发生一些不好的事情。,3
98,太棒了，真的太棒了,2
99,我心情很低落我不好。我今天都不想起床。,0
100,I'm feeling down.,0
101,I'm really mad at my husband for arguing with me.,1
102,"I'm not doing well, my anxiety is kicking my butt.",3
103,我今天很伤心，似乎什么都不对。我无法处理日常任务，我感到非常不知所措,0
104,我很生气。我的老板把我逼疯了，我的朋友一直向我要我帮不了他的忙。我很生气，因为我被无故解雇了,1
105,我对面试感到紧张,3
106,How could I be in that situation?,1
107,今天，我真的很满足。万分谢意。你？,2
108,我气得快要爆炸了——我哥哥真的知道如何按我的按钮。我很生气。我的老板把我逼疯了，我的朋友一直向我要我帮不了他的忙。,1
109,我感觉不太好，我被诊断出得了一种可怕的疾病。今天心情特别低落。和弟弟吵架了,0
110,I feel worried today because I might lose my job.,3
111,万分谢意。你？,2
112,我心情不好,1
113,感觉空虚，吃不下睡不着,0
114,I'm angry because someone scratched up my car in the grocery store parking lot.,1
115,超级好,2
116,I found out that my parents are divorcing.,0
117,生活很好。我自己很满足，我感觉精神抖擞。,2
118,I feel powerless with life and I feel like I'm being unfair.,1
119,我很好谢谢！,2
120,真的很生气！我的老板根本不尊重我的时间！,1
121,I am grateful for all I have,2
122,I think I lost a friend today.,0
123,我真的很不高兴，我的小狗昨天跑了，我到处都找不到他。,0
124,I'm not coping so well today,3
125,Everything is going well for me.,2
126,我感觉很糟糕,1
127,我有点生气我感觉很糟糕，我刚刚得到了一些非常令人恼火的消息,1
128,"Pretty shit today, everything is going wrong.",1
129,我很生气，因为我的猫毁了我最喜欢的地毯我不好，我的团队被取消了资格，我和朋友打赌输了 100 美元，我真的很生气。我有这种感觉是球队的错。,1
130,我很生气。我的车停在杂货店停车场时，有人蹭了我的油漆，我很生气。,1
131,"Really bad - just really worried, really feel like something awful is always gonna happen",3
132,我感觉好极了。这是一个如此美好的晴天,2
133,不太好，老实说，我怕我搞砸了。我好多了。我正在等待我的测试结果，我对结果感到紧张。,3
134,我真的很生气。我不公平地失去了工作中的大晋升。极度愤怒！老婆离我而去！,1
135,I'm scared. I don't know what will happen if I fail this exam.,3
136,今天我觉得自己很糟糕！如果其他人试图在交通中切断我，我会爆炸！,1
137,我为自己的安全感到害怕,3
138,杰出的！我度过了最美好的一天！！一切都很好。我在山上散步度过了愉快的一天。,2
139,不太好，又是一个没有丝毫区别的日子。今天不太好,0
140,I'm happy about spring.,2
141,就像一座即将喷发的火山。,1
142,Just miserable today.,0
143,"I am feeling good today, nothing can bring me down.",2
144,我对客户服务主管感到反感，因为她在我叙述我的问题时拒绝看清原因我很生气,1
145,"Someone scratched up my car when it was parked in the grocery store parking lot, and I'm furious.",1
146,由于无法参加家庭活动，我感觉不太好。我当然不是处于最佳状态。,0
147,心都快跳出来了，今天好着急,3
148,我感觉不太好。我的生活中发生的事情太多了。由于出现症状，我必须进行新冠检测，而且我担心自己可能会呈阳性。,3
149,我对今天不是很自信，有一种不好的感觉。不太好，我脑子里有很多事情让我感到压力山大。,3
150,很开心，心里很充实。一点也不差。,2
151,其实，最近心情有点低落。我很难过，因为这是一个长周末，但我必须工作。,0
152,I'm in a good mood.,2
153,我的情绪在沸腾，我快要爆炸了。我感觉准备随时斗争的紧张。,1
154,"She just won't talk to me anymore, I don't know what to do.",0
155,我对我的伴侣在房子周围无所事事感到生气我真的很生气，我今天在工作中无法完成任何事情。,1
156,我感到非常焦虑。我今天真的很紧张。,3
157,我感觉真的很好！我感觉很棒！,2
158,对一切都很生气我为今天发生的事情而生气。,1
159,I am content in my life.,2
160,我确实感到有点焦虑，因为我即将做一些我以前从未做过的事情。,3
161,I'm angry as hell. I lost a big bet.,1
162,我只是在生气。太糟糕了 - 我觉得我需要伤害某人。,1
163,"So so, nothing really seems to make me happy at the moment.",0
164,I was unable to attend a family function.,0
165,我对这个世界感到厌恶,1
166,我已经好多了，我很担心，因为我今天早上起床时听到了一声响亮的“啪”声，现在我的背部酸痛。,3
167,不舒服我很担心我年迈的父亲的健康。,3
168,I cried.,0
169,老实说，我心情不太好。我考试没及格。,0
170,我并不像我想的那样快乐。,0
171,I'm fine thanks.,2
172,我的家人让我发疯，我受不了他们那不是你的事,1
173,滚蛋我非常沮丧。,1
174,我感到空虚和绝望。这次的疫情真的让我很受伤。我心情很低落,0
175,"Okay, where do I even start. I am so sad that I am having a hard time typing.",0
176,I am feeling down.,0
177,I'm great.,2
178,太可怕了我做了一个非常可怕的梦，这让我感到非常焦虑。我已经好多了，我很担心，因为我今天早上起床时听到了一声响亮的“啪”声，现在我的背部酸痛。,3
179,我的前任毁了我的生活，我疯了。我很生气，我的房东刚刚给了我一些可怕的消息。,1
180,I am having the best day of my life!,2
181,"I'm feeling good, thanks!",2
182,I'm afraid to ask any more questions because I'm worried about that result.,3
183,我真的很高兴，因为今天没有下雨。太好了，我今天过得很愉快！,2
184,我今天感觉不是特别好的。我很焦虑，不知道为什么。我有一种害怕一会坐飞机的感觉。我真的很怕坐飞机,3
185,我非常失望。,1
186,I have lost a loved one and I haven't really felt happy since.,0
187,我今天感觉不太好。我的狗不舒服。我今天对自己真的很失望。,0
188,有待改善。我的妻子和家人最近似乎很疏远我之前哭过,0
189,I don't think I can keep going.,0
190,我今天不怎么好。,0
191,我感到很沮丧，因为连续一周都在下雨。我并不像我想的那样快乐。,0
192,我在另一门课上不及格，为此我很生自己的气。我感到有压力,1
193,我感到压力和焦虑,3
194,我今天感到非常害怕。我很紧张，我有点失去理智了。,3
195,我真的对我丈夫很生气，他和我吵架了。,1
196,我今天有种不好的预感。,3
197,Not good.,0
198,"I am fine thanks, God is good and life is great",2
199,我做得很好，我得到了期待已久的晋升,2
200,我今天有几次哭泣。我有过跟好的时候。我最近肯定有点发疯。,0
201,I am feeling better about something that happened at work.,1
202,I feel as if all is right with the world.,2
203,我对自己受到的对待感到非常沮丧。,1
204,我的心情真的很低落，实际上很害怕。,3
205,不好，我在工作中度过了紧张的一天。,0
206,It's such a lovely sunny day,2
207,我最近情绪低落，无法摆脱这种恐惧。我真的很难过，以至于我想哭一整天,0
208,"My mother just died, and I can't stop crying.",0
209,不好，我在工作中度过了紧张的一天。真的很伤心。我不能让自己做任何事,0
210,"I feel afraid, causing my anxiety to be very high.",3
211,我对家乡的情况感到非常生气。,1
212,Im supposed to be going out with friends but I feel too nervous. I dont like being in big groups of people,3
213,I'm not sure if I'm feeling good or bad.,3
214,Sad,0
215,我今天感到满足和高兴兴奋的,2
216,我的室友因为她的草率而让我发疯！我很生气。,1
217,事情可能会更好。由于我的学校成绩，我最近陷入了困境。,0
218,I don't know how I am going to manage everything this month,3
219,I feel lonely because my friends will not be at my party.,0
220,I feel bad.,0
221,我现在很生气，我不敢相信我被当成了傻子。不是很好。最近似乎一切都让我感到沮丧，我需要付出很多努力才能保持冷静。,1
222,我感到压力和担心，因为我的生意下降了我今天真的很紧张。,3
223,我完全疯了。,1
224,我感到紧张。我今天感到非常焦虑。,3
225,I feel very lonely as my friends will not make it to my birthday party.,0
226,太可怕了，昨晚有人闯入我家。我觉得有点绝望。,0
227,"Thanks, things are going well.",2
228,不是很好。我对我的一个同事很生气。我父母和我吵架所以我很生气,1
229,我很高兴马赢了,2
230,I'm certainly not at my best.,0
231,我生气了。,1
232,我今天真的很焦虑，我不知道为什么,3
233,我感觉不太好。我感到压力很大，我很担心，因为我不知道为什么会有这种感觉。,3
234,I'm not able to stay focused and lonely.,0
235,I'm pissed,1
236,"I'm not OK, I'm very angry at my partner because he said some irritating sentence",1
237,我有一种同性恋的感觉，我对我所拥有的一切感到欣喜若狂。一切都很好。我在山上散步度过了愉快的一天。,2
238,其实我感觉真的很棒。,2
239,"Well, I just feel that nothing is going my way.",0
240,非常感谢您的提问我很好，准备好迎接这一天了。,2
241,我感觉不太好。我今天做的没那么好。他们正在推出我最喜欢的童年电视节目。,0
242,I've had a fight with my partner and I feel really sad. I feel that it was my fault.,0
243,我感到非常焦虑，而且一点也不舒服。我感到担心和焦虑。,3
244,I'm just really mad all the time,1
245,我感到非常生气，因为我姐姐伤害了我很多。,1
246,"I'm ok, but I feel like we might lose the game.",3
247,"My boyfriend is really nice to me these days, I am glad our relationship is back on track",2
248,我感觉很好谢谢你，非常满意,2
249,我很好谢谢！这是美好的一天，我感觉很棒。,2
250,我的足球队今天赢了，这总是让我心情愉快。,2
251,我感觉不太好，有焦虑我感到压力和焦虑,3
252,乐观的我今天感到满足和高兴,2
253,"我不是很好 - 事实上, 我现在很生气。",1
254,I'm feeling depressed,0
255,I feel ready to fight.,1
256,My mood is off,1
257,我感觉很好谢谢我感觉很棒！,2
258,今天感觉很满足，谢谢！我觉得很棒！,2
259,我不好。我不知道为什么这一切都发生在我身上。被惹毛了！交通是一场噩梦，有人把我拦住了，我差点撞上他们！,1
260,我感到沮丧，因为我找不到放松的方法。,0
261,今天心情很紧张，要去面试。,3
262,I'm afraid my dog won't survive the surgery.,3
263,我今天过得很愉快，这里没有抱怨。,2
264,Anxious about what my test result will be,3
265,I have a gay feeling and I am overjoyed by all I have.,2
266,再飞一次，谢天谢地,2
267,不好。我害怕未来的不定。,3
268,I gotta say for the first time in a long while I'm feeling really good about stuff.,2
269,I am upset and depressed.,0
270,这是非常糟糕的一天。我不好，想到我的孩子我很生气,1
271,Im feeling on edge today. I have a big test and im worried I wont pass.,3
272,我直接打了我前任的车窗。我很生气,1
273,"I'm having a good day, no complaints here.",2
274,My friend is being annoying.,1
275,我很高兴因为我和我的朋友出去了是的，很好，谢谢。,2
276,我很痛苦，我已经病了很多年，我找不到治疗方法我今天好难过。,0
277,我害怕我所爱的人可能会发生不好的事情我感到非常焦虑，而且一点也不舒服。,3
278,我感觉自己站在世界之巅。太好了，我今天过得很愉快！,2
279,我害怕我所爱的人可能会发生不好的事情,3
280,I was passed up for a promotion because one of my colleagues took credit for my idea.,1
281,I had a feeling that something bad was going to happen.,3
282,"Not feeling good, I am really struggling.",0
283,我为今天发生的事情感到非常生气。我很生气，因为我哥哥偷了我 50 美元。,1
284,我不敢相信她欺骗了我，我现在非常受伤和生气。我的经理骂我所以我很生气,1
285,I'm afraid that something bad will happen to me.,3
286,So chill.,2
287,今天感觉很满足，谢谢！,2
288,"I'm feeling under the weather, my best friend won't talk to me.",0
289,I just got accepted into college and I am very happy.,2
290,我很好，但我觉得我们可能会输掉足球比赛我怕我的孩子受苦。他们发烧了,3
291,一点都不好。我最近真的很怀疑自己。非常难过，我正在一个悲伤日子的纪念日想起它。,0
292,不是很好，只是整个星期都感到沮丧。我很难过，因为这是一个长周末，但我必须工作。,0
293,I'm feeling short and cautious.,1
294,我对我伴侣的行为方式感到恼火。,1
295,老实说，我很生气。,1
296,我很害怕，虐待我的前任试图再次联系我。,3
297,我很好，谢谢！刚刚开始我的假期，很放松。今天心情好,2
298,I started thinking about when my partner left me and I got very angry,1
299,今天感觉很满足，谢谢！我希望我每天都有这样的感觉,2
300,我很伤心，我之前在淋浴时哭了。我觉得有点空虚。我的生活中没有任何事情发生。,0
301,I am afraid of not succeeding in my job and feeling like an impostor.,3
302,一个白痴差点造成车祸，让我很生气。,1
303,I just passed my exam and I am happy.,2
304,我做得不好，我的焦虑正在踢我的屁股。,3
305,我觉得很难受。我狗丢了。,0
306,I am feeling sad today as I have fought with my partner,0
307,I have begun to feel angry again.,1
308,我今天感觉很好一切顺利，我很高兴地说,2
309,我很高兴，因为昨天是我的生日，我收到了很多礼物,2
310,我感觉准备随时斗争的紧张。我对我儿子很生气，因为他今天没有吃午饭,1
311,感觉真棒我很高兴我的老板选择了我参加升职,2
312,我很生气我对我室友发生的事情很生气,1
313,我感到压力很大，我对我的男朋友很生气，因为他总是迟到而不提前通知我。我很生气，我完全被我的前任甩了，而且被鬼魂化了。,1
314,我觉得很烦躁。我有点生气,1
315,Thank you for your kind words today!,2
316,我感到不安和不安，我不明白为什么。我有一种害怕一会坐飞机的感觉。我真的很怕坐飞机,3
317,I am angry.,1
318,我今天真的很累。我想我会惊恐发作。,3
319,一点也不差。我很好！这是美好的一天！,2
320,"Can you help me, I'm not having a good day.",3
321,"I'm livid, my landlord just gave me some terrible news.",1
322,只是担心接下来的几天我今天其实很着急,3
323,昨晚我睡得很好，我感到平静和休息，精神状态最好。我感到很高兴，因为我进入了我梦想中的大学,2
324,我的生活一片混乱。,0
325,我感觉不太好。不太好。我丈夫刚失业。,0
326,"I am angry right now, I'm not great.",1
327,I am afraid.,3
328,我只是想砸东西。我的老板最近很为难。,1
329,我很生气。我不好，因为我很生气，以至于我丈夫买了一辆昂贵的汽车，而且从来没有和我说过这件事。他让我如此沮丧。,1
330,It is a magical day to be alive!,2
331,我感觉不太好。我的祖母上周去世了。我心情很低落,0
332,我觉得很烦躁。,1
333,I feel like I'm not very hopeful.,0
334,"I would break everything, including this computer.",1
335,一切顺利，我很高兴地说,2
336,我对我的父母很生气，他们总是试图控制我。,1
337,I'm not feeling my best today. I'm quite anxious and not sure why.,3
338,"I have been better, I am worried because I heard a loud ""pop"" when I got up this morning and now my back is sore.",3
339,I'm feeling great thanks,2
340,最近几天我的心情一直很低落。,0
341,我想哭我累了;一切都感觉像是一种努力。,0
342,我今天感到很焦虑。我的待办事项清单似乎越来越长，我工作的时间越来越长。我感觉不太好。我感到压力很大，我很担心，因为我不知道为什么会有这种感觉。,3
343,"I am feeling somewhat afraid, as all the rioting in the city makes me anxious that something will happen to me, or I won't be able to get food and essential items.",3
344,我好多了。我正在等待我的测试结果，我对结果感到紧张。我感到有点害怕,3
345,"Not great, things are really disturbing me at the moment.",3
346,特别糟糕我觉得我想吐,0
347,我不好，我恐惧对手我今天应付得不太好,3
348,I am worried I wont pass the test.,3
349,I am annoyed,1
350,我有点沮丧还好吧，我觉得。,0
351,非常感谢您的提问！我很积极也很感激。,2
352,我今天真的很紧张。我今天的心理健康一点都不好,3
353,我感觉不太好，我很焦虑,3
354,我感到焦虑,3
355,事情让我很沮丧。我感到害怕。,3
356,I am feeling content as my football team won the world cup,2
357,不是很好。她就是不和我说话了，我不知道该怎么办。,0
358,我什至不想谈论它,1
359,"I lost $100 on a bet with my friend, my team was disqualified, and I'm really angry.",1
360,天气很糟糕，它让我陷入了垃圾场。我心情很低落,0
361,我真的很沮丧。我感到沮丧,0
362,I am not sure.,3
363,我很好谢谢你，我刚刚收到一个好消息今天能见到我的家人，我感到很兴奋。,2
364,I am not feeling well.,0
365,I'm a little on edge. Perhaps that's just my anxiety.,3
366,I am very happy!,2
367,我对开始我的新工作感到紧张。我不确定我是否适合我今天真的感觉不像我自己，我感到害怕和害怕,3
368,I hate my day so far.,1
369,"My boss belittles me all the time, I can't take it anymore.",1
370,"Pissed off, my friend is being really annoying.",1
371,我今天很伤心，因为我和我的伴侣吵架了,0
372,I'm worried about climate change.,3
373,我感到害怕。我身体不太好，我害怕感染新冠。,3
374,我今天压力很大，感觉隧道尽头没有光，我拖欠了抵押贷款。我感觉有点压力，因为我忘记付信用卡了。,3
375,不是很好。我今天不得不加班两个小时。我情绪低落,0
376,挺不错的朋友，一切都如意。今天发生了很多好事，所以我特别高兴。,2
377,是的，很好，谢谢。在世界之巅，伙计！,2
378,我父亲总是说我愚蠢和懒惰。,1
379,"I'm not doing to well, my anxiety is kicking my butt.",3
380,沮丧，我很生气，我不知道为什么。我很生气，因为我被无故解雇了,1
381,I am terrified! A mad axe murderer is in my house.,3
382,i'm not feeling great today,0
383,我很沮丧，因为我男朋友和我分手了。不是很好,0
384,我不厉害。,0
385,我感觉很棒我今天真的很开心。,2
386,很好，谢谢，你自己呢？,2
387,"I'm fine, everything is good for the most part.",2
388,我只是想砸东西。我的老板最近很为难。我对我的邻居很生气，因为他正在制造噪音,1
389,我觉得我今天已经实现了我想要的一切我做得很好，我得到了期待已久的晋升,2
390,我感觉很厉害这是美好的一天。你好吗？我很满足我现在的情况,2
391,我希望我每天都有这样的感觉非常感谢您的提问,2
392,不太好，老实说，我怕我搞砸了。我今天感觉有点紧张。,3
393,在世界之巅，伙计！我真的很高兴，因为今天没有下雨。,2
394,我感觉很糟糕，我没有通过我的课程，我不能毕业了。不太好。我的狗昨晚死了。,0
395,我感觉很好谢谢,2
396,"I dropped my phone and now it's cracked, I'm very upset.",1
397,不是很好，老实说。我只是最近似乎没有任何积极的感觉。,0
398,I am a little worried that I will not have good grades in the exam results later today.,3
399,I have these outbursts randomly.,1
400,我的车停在杂货店停车场时，有人蹭了我的油漆，我很生气。我只是觉得最近很生气。,1
401,我觉得我可能得了重病但不想看医生可怕，我真的很着急,3
402,这是一个如此美好的晴天,2
403,I'm so nervous over my exams,3
404,不太好。由于压力，我最近一直感到悲伤和昏昏欲睡。,0
405,I'm really pissed off today.,1
406,实际上不是很好，对此感到有些焦虑不是很好，老实说感觉有点紧张,3
407,我很生气，因为我的猫毁了我最喜欢的地毯,1
408,Life is good.,2
409,"It's taking a lot of effort for me to remain calm, and everything seems to be frustrating me lately.",1
410,I hate public speaking and I'm afraid I will make a fool of myself at my meeting.,3
411,I'm feeling a bit stresse out.,3
412,一点都不好。我只想躲在我的房间里，从世界上所有的动荡中睡觉。我有点沮丧,0
413,"I'm annoyed. Evey time I think I'm on top of things, something else comes along.",1
414,"I feel awful, I think I lost a friend today.",0
415,太糟糕了 - 我觉得我需要伤害某人。我真的很不开心,1
416,很好，谢谢我很积极也很感激。,2
417,超好的 ！我有一份新工作了。一切都很好。我在山上散步度过了愉快的一天。,2
418,I am pretty pissed off to be honest.,1
419,我今天很生气不太好，我度过了非常沮丧的一天。,1
420,I started thinking about when my brother left and got angry ,1
421,I was angry because my wife left me.,1
422,由于封锁，今天很伤心我今天过得很糟糕。,0
423,"I don't really feel like myself today, I feel scared and afraid",3
424,"Not bad thanks, a little nervous and afraid I won't get the job, just the run off the mill nerves.",3
425,我的车停在杂货店停车场时，有人蹭了我的油漆，我很生气。不太好，我度过了非常沮丧的一天。,1
426,I haven't been able to do anything in weeks.,0
427,我他妈不知道我的经理骂我所以我很生气,1
428,我不好是因为我的朋友欺负我我对我的邻居很生气，因为他正在制造噪音,1
429,不好，我认为什么都不会改变。我被悲伤淹没,0
430,我不好，我真的很难过我真的感到很失落和悲伤。我的伙伴和我分手了。,0
431,我担心袭击我的人会再次跟踪我我现在脑子里有很多事情，这让我很焦虑,3
432,我感到有压力那不是你的事,1
433,我情绪低落我一点都不舒服。一切事情都不顺。,0
434,我今天真的很紧张，我似乎无法摆脱这种恐惧感感觉现在的生活有点压倒性的。,3
435,我对我的搭档很生气，我发现他们出轨了我的家人让我发疯，我受不了他们,1
436,I can't stop crying because my mother died.,0
437,I'm not feeling well and I'm worried about a job interview.,3
438,再好不过了！超棒！我的考试成绩出炉了，我考得很好！,2
439,I am feeling so good today!,2
440,一点都不好。我只想躲在我的房间里，从世界上所有的动荡中睡觉。,0
441,I'm amazing.,2
442,I broke up with my girlfriend today and I am not feeling well.,0
443,我的心情不好,1
444,My mood is really low today and I'm scared It won't get better.,3
445,超棒！我的考试成绩出炉了，我考得很好！我很好，我不能抱怨,2
446,"Horrible, I'm feeling really anxious",3
447,我想砸人的脸。现在的人都是混蛋。我的室友因为她的草率而让我发疯！,1
448,I'm a little worried and stressed out.,3
449,我啥都不如意，我从来没有足够的钱做任何事情。此刻我感到相当难过,0
450,"I am feeling pretty anxious, I'm waiting to hear back about that work project",3
451,Not so good as I have been watching the news coverage from the Middle East.,0
452,有点失落的感觉。自从他离开我我真的不想再活了,0
453,不好。我的狗今天被安乐死了。我感觉像一块湿抹布,0
454,非常好,2
455,我真的对我丈夫很生气，他和我吵架了。一个同学把我的项目建议当成了自己的。,1
456,I could be much better,0
457,Really Annoyed! My boss doesn't respect my time at all!,1
458,今天真的有点沉重。,0
459,很棒我很好。,2
460,非常好。今天是个好日子，你好吗？,2
461,Terrible! I am furious because my neighbor called my child a bad name because she was mad at him for going into her yard. I think she is a ridiculous person!,1
462,感觉不太好，我真的很挣扎。我真的感到很失落和悲伤。我的伙伴和我分手了。,0
463,I feel great.,2
464,I'm angry about something that happened today.,1
465,我对我的同事很生气我不好，因为我很生气，以至于我丈夫买了一辆昂贵的汽车，而且从来没有和我说过这件事。他让我如此沮丧。,1
466,我感到非常焦虑。我感到有点压力。,3
467,我情绪低落,0
468,I feel empty and hopeless. This pandemic has really taken a toll on me.,0
469,我感觉很棒谢谢你。,2
470,I am having a fantastic day.,2
471,我今天很焦虑，我要考驾照。目前我承受着很大的压力。我现在正在处理家里发生的很多事情。,3
472,I'm feeling very unsettled.,3
473,"I am not doing well, the person I love talking to the most will not even acknowledge me anymore.",0
474,很糟糕。我发现我父母要离婚了。我感觉像一块湿抹布,0
475,这是美好的一天，我感觉很棒。完成了本周的工作，我感到很满足，现在可以放松了,2
476,I feel bad because of my health condition.,0
477,It's a very tense moment.,1
478,My boyfriend dumped me.,0
479,I feel positive today.,2
480,我有些害怕，因为城里所有的骚乱让我担心自己会出事，否则我将无法获得食物和必需品。,3
481,"Great, I'm having a terrific day!",2
482,我只是感觉真的很沮丧。我感觉有点虚弱和沮丧。,0
483,我有一种害怕一会坐飞机的感觉。我真的很怕坐飞机我担心破坏其中一台工作中的机器会产生什么后果。我可能会丢掉工作！,3
484,"Awful, feeling scared and jumpy",3
485,我觉得有点绝望。我啥都不如意，我从来没有足够的钱做任何事情。,0
486,我很担心，我的电话坏了。,3
487,It feels awesome.,2
488,我情绪低落。好像生病了。我现在感觉不太好我很伤心,0
489,我的忍耐被用尽了。我今天感觉很紧张。,3
490,"I am worried about a project that I have done, as I am anxious that I might have made a mistake.",3
491,My parents fought with me so i am angry,1
492,"I'm nervous, I don't like speaking in front of crowds, and my class presentation is tomorrow.",3
493,我今天感觉超级沮丧，似乎没有任何意义了我真的很沮丧，很沮丧，我在任何地方都找不到工作。,0
494,I have lost my grandpa recently.,0
495,我完全疯了。我现在感到很生气。,1
496,我今天真的很累。我感到压力和焦虑,3
497,我很生气，因为我找不到借记卡。我真的，真的很生气。我觉得我可以炸了。,1
498,我感觉不太好，昨天和朋友闹翻了感觉郁闷今天工作不顺利。,0
499,我不好。我头上的工作压力太大了。对一切都很生气,1
500,我感觉很好，谢谢！,2
501,我感觉很糟糕，我想我今天失去了一个朋友。不好,0
502,我对今天不是很自信，有一种不好的感觉。我感到害怕，我不知道为什么,3
503,I'm afraid that something bad will happen and I feel like that's what could happen.,3
504,如果我尝试过，感觉不会更好我很好，谢谢,2
505,"I'm so hateful, the person I trusted the most betrayed me in a way I couldn't even imagine",1
