text,labels
呵呵 ， 希望 可以 跟 国学 社 ， 耕读 社 诸多 社团 交流 ， 互相 学习 ！ ！,2
我 是 有 多 不 相信 男人 啊 。 。 。 [ 泪 ],0
无 耐 退 三 步 ， 两 眼 泪 汪汪 。,3
毛列 ！ 毛 办法 列 ！ 我 也 是 身不由己 列 ！,0
做 企业 真 难 ， 在 中国 做 企业 ， 更 难 。,0
"没准 是 的 ~
",3
我 要 杀 了 你,1
十六 天 ？ 还 让 人 活 吗 ？ 救命 啊 。,0
集 众 红 腮帮 不 知道 有 没有 搅乱 社会 秩序 的 嫌疑 ， 哈哈 ~ ~ 自己 红 腮帮 就 行 了 ， 可 千万 别 出来 吓人 ~ ~,2
我 慌 啊 当时 ！ 火 虚 。,0
迷路 了 ？,1
找 个 鸡巴 操 烂 你 的 菊花 就 对了 ！ [ 怒 ],1
卡哇伊 的 爷们 。 向前 进 吧 ！,2
小蛮腰 啊 ， 5555 ~ ~ 恨 哪,0
贱人 焰 ？,1
只是 自 认为 我 了解 你 ， 自 认为 你 对 我 如同 我 对 你 一样 。,0
对了 ， 只限 女生,3
上海 的 蚊子 也 欺生 啊,1
"自由 女神 啊 。 我 快 烦 死 了 ！
",0
我 还 一个 人 跟 傻逼 一样 想 他 。,0
上个月 20 发 的 货 . . .,3
2010 再见 ！,3
总结 了 一下 ， 原因 无外乎 两 个 ： 1 、 我 已 光彩 不在   2 、 成功 的 低调 着 活着,0
我 去 了 两 次 都 没 看见 你 ？,3
哈哈 ， 水浒 好看 ， 姐姐 在 帮 你 提高 深度 呢 ， 赶 明 我们 成立 个 梁山,2
嘿嘿 . . .,2
当 我们 报怨 冷 时 ， 有 没有 想 过 爸 妈 是否 寒冷 ？,0
你 没 一 屁股 坐 死 他 ？,1
我 这个 乐 啊 ， 哈 哈哈 …,2
现在 什么 内幕 不 多 ?,3
可是 我 又 没有 胆量 去 接近 你 ！,0
都 是 那个 报纸 歪 让 我 想 起来 ！ 他 淘汰 那天 ！ 。 你 是 9.20 还是 21,0
"唔 使 三 个 月 吧
",3
那 饿死 我 算 了,0
心里 空空 的 是 件 幸福 的 事 。 。,2
听 着 这话 好 辛酸 啊 …,0
您老 这 哪儿 跟 哪儿 啊 ？ 不许 嘲笑 我 … …,1
1 昨晚 梦见 跟 寝室 老大 吵架 ， 然后 演变 到 打架 ， 我 还 抄 起 了 我们 家 的 大 椅子 ， 由此看来 我 是 在 想 家   2 早上 起来 是 被 老二 唱 《 忐忑 》 给 吵醒 的 ， 好汉 饶命 啊 。 。 。 。,0
"求 照片 ~ ~
",3
都 他 妈 跟 你 说 了 别 打 孩子 ！ ！ ！,1
等 音乐 中心 ing ~ ~ ~,2
这样 也许 会 多 一些 快乐 和 开心 ~ [ 心 ],2
是 吗 ? 你 哪里 的 ?,3
5555 。 。,0
怕 了 没 ？,3
只是 忍 着 吞 了 回去 . . . [ 伤心 ],0
哎 油 ， 手术 室 真的 跟 电视 上演 得 一样 吗 ， 哈哈 哈哈 ， 我 有 点儿 小 兴奋 。 。,2
虽然 很 喜欢 你 的 自爆 ， 但 ， 大哥 你 安好 才 是 最 重要 的 啊 。 。 。 。,2
"在 哪里 上班 啊 ？
",1
姐姐 们 的 聚会 ！,2
md 。 剪 了 好多 。,1
实话 一般 都 很 伤人 ！,0
哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 哥哥 … …,2
这 事 不好 说 ， 但凡 出轨 ， 无论 男女 都 是 贱货 一个 货色 ！,1
现在 美美 的 去 觉觉 啦 ~,2
还有 的 亲 你 上次 问 汇款 银行 建设 银行 农业 银行 可以 吗 ？,3
靠 没 人性 ！,1
现在 看 这个 就 好像 笑 那 时候 的 服装 真的 好 好玩 哦 哈 啊,2
我 不 知道 是 哪个 媒体 的 朋友 给 的 ， 但 希望 你们 全家 子子 孙孙 永远 用 西门子 电器 。,1
还有 点点 没 好 完 。,3
当 我们 烫发 染发 时 ， 有 没有 想 过 爸 妈 的 白发 ？,0
这 是 搞 什么 ！ ！ ！ ！ ！ ！ ！ ！,1
祝贺 祝贺 ， 今天 得到 消息 ， 送 上 迟到 的 祝福 ！,2
好 主意 ， 从 娃娃 抓起 。 偶 昨天 买 了 双色 球 木 有 中,0
"不要 提起 我 那段 不堪回首 的 往事
",3
"这 是 再 哪里 啊 ？
",0
孩子 ， 不 痛 不 痛 哈 。,3
我 要 每天 @   它 一百 次 ， 直到 六 号 线 恢复 正常 为止 ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,1
咪 甘 伤心 啦,0
看到 这个 没 ？ 我 浮想联翩 啊,3
还 钱 ， 我 要 去 旅游 ！,1
小 编 还 没 吃饭 啊 ？,3
我 没有 最后 哦 一 条 呢,3
我 非常 想 知道 这 没 漂亮 的 海报 一共 做 了 多少 张 ！ 是 一直 发 到 开机 那天 吗 ？,1
唉 … [ 哈哈 ],2
谁 叫 你 二 舅 姥爷 杀 过人 ！,3
头发 没 那么 红 了   穿 的 比 以前 潮 了   哈哈 。,2
希望 这样 的 悲剧 不再 上演 ！,0
可 我 不敢 跳进 冰 水池 里面 哦 ， 热带 的 ， 哈哈 …,2
还 让 人 睡觉 不 !,1
"你 表 了 喂奶 啊 ！
",0
所以 说 可悲 。 起码 国外 博士 和 鸡 的 薪水 差距 没 这么 大 。,0
死不了 。 想着 如狼似虎 的 大 妞儿 ， 这 叫 不入虎穴 焉得虎子 。,3
更 孙子 的 是 《 读者 》 ， 用完 了 甚至 没 打 电话 。,1
杨梅坑 在 哪里 啊 ？ 艳羡 ， 闷热 中 的 我们,0
真是 的 ！,1
我们 在 即将 破碎 的 结局 里 ，   脆弱 的 缅怀 。,0
祝贺 ， 咱 一 坨 去 ？,3
"那 你们 送 呗
",1
这样 的 事情 不能 算 ！ 这 不是 让 我们 当 弟弟 的 都 没 信心 了 吗 ！,1
同感 同感 ， 虽然 我 未 返 学,3
我 听到 了 ， 而且 很 响,3
总之 你 就 快点 翻 拉,3
什么 气 ？,3
路上 爆 堵 ， 人民 南路 全线 封闭 ！,1
麦兜 说 ， 有 事情 是 要 说 出来 的 ， 不要 等 着 对方 去 领悟 ， 因为 对方 不是 你 ， 不 知道 你 想 要 什么 ， 等 到 最后 只能 是 伤心 和 失望 ， 尤其 是 感情 。,3
哈哈 ， 我 那么 纯洁 的 孩 纸 。 不要 带 坏 我 ！,2
可怜 天下 父母 心   一个 女人 举 个 牌子 在 厦门 到处 找,0
关键 是 他们 认识 不到 这 悲哀 。 。,0
审判 长 的 法槌 怎么 不 敲 了 呢 ？ ？,3
穿 身 衣服 ， 妈 的 ， 总得 穿 身 衣服,1
我 吗 ？ 有的 …,3
你 怎么 还 没 去 义演 呢 ？,2
嘻嘻 。 。 给 所有 胖子 的,2
你们 这些 狗官 想 当 短命 鬼 是 吗 ？ ？ ？ ？ ？ ？ ？ ？ ？ ？ ？ ？,1
"此事 太 典型 了 ~ 与 "" 黄 五 杠 "" 一样 , 必 引 众怒 @ 遗憾 的 是 出 在 我 心爱 的 武汉 ~ 建议 立即 查办 。",1
我 在 你们 附近 啊 。 。 哈哈,2
何 政远 眼 瞎 了 吧 ， 我 怎么 没有 看出 头发 有 油腻,1
为什么 会 骂 你 ？ 我 也 是 一个 号 ？,3
不 疼 ！ 就是 有 心理 负担 ， 怕 怕 ！,0
所以 各位 女侠 大爷 们 一定 要 随身 带上 火眼金睛 ， 别 到 时候 做 了 二 b 还 自己 偷 着 乐 呢 ?,3
欧盟 很 悲哀 ！,0
sony 的 卡片 机 坏 了 ， 到 百脑汇 去 ， 说 是 要 2-3 天 时间 ， 要 换 部件 ， 质保 期 过 了 ， 要 两三百 块 … …,0
生日 快乐 。,2
抢 钱 呢 ？ ！ ！,1
我 会 给 差 评 的 亲 ！ ！ ！ ！ ！ ！ ！,1
又 赢 钱 又 发 钱 ~,2
你 妈 没 水准 啊 ！ 这歌 不够 诚意 ！ 要求 重 录 一个 ！,1
公司 都 是 周日 休息 的 ， 周六 请假 要 扣 钱 的 啊 ！ ！,0
是 不是 秩序井然 啊 ？ ？,1
此 曲 只 应 天上 有 ， 我 连 对象 都 没有 [ 泪 ],0
他 妈 的 我 如此 正人君子 居然 第 二 …,1
yes [ 小丑 ],2
核实 过 没有 ？,3
大 团圆 结局 ， 否则 我 要 泪 奔 了,0
[ 哈哈 ],2
唉 。 愤青 早就 不 粪 啦 这 回 是 真 生气 了,1
因为 画面 会 好 喜 感 。 。,2
你 就 死 傻瓜,1
"死 在 了 洋枪 下
",3
"在 机场 去 河南 。 。 您 在 哪儿 领奖 啊 ？
",2
等 下 小 日本 把 哥 卖 到 东洋 当 相扑 手 了 肿 么 办 ？,0
有 一个 骗人 的 ！,1
"你 买 好 车票 是 不是 直接 回家 了 呀 ！
",0
我 现在 已经 疲惫不堪 了 。 。 。,0
"等 你 等 的 太 久 了 ~ ~
",0
情人 像 夫人 一样 四处 招摇 ， 夫人 像 情人 一样 深居简出 。,3
"他们 好 能 憋 … …
",3
再 进 一个 就 有 戏 起码 不 输赢,3
90后 老实 点,3
那天 也 黑 了 ， 你 不 纠结 了 吧 ？,3
学校 怎么 不断 网 了 现在 ！ ！ ！ ！ ！,1
哎 呦 。 都 到 你 店 门口 都 没有 摇 木瓜 奶茶 给 我 喝 嘞 。,0
庆祝 波音 官方 微博 开通 ， 分享 美图 ： 从 707 到 777 列队 向 787 致敬 ！,2
个人 见解 ， 如 有 冒犯 ， 新年 快乐 。,3
有 什么 办法 呢 ， 还是 得 收拾 行囊 ， 回到 另 一个 避风 港 。,0
刘 绍勇 董事 长 您 是 怎么 管理 的 [ 怒 ] [ 怒 ] [ 怒 ] 老子 买 东航 的 股票 坐 东航 的 飞机 ， 就 享受 这样 的 服务 ！,1
感恩 祝福 !,2
啥 都 没有 。 惨 啊 ！,0
"我 这个 ， 就 住 一 晚 ！
",3
几 点 啊 在 哪 ？ ？ ！,3
你 不是 强 装 吗 ？ 哈,2
要 你 老婆 干 啥 吃 的,1
作为 销售 部门 的 一 员 ， 我 对 产品 部门 、 质检 部门 等 和 产品 上市 相关 的 一切 部门 表示 [ 抓狂 ]   [ 怒 ],1
还 不 跟 老子 打 个 的 跑 来,1
惠普 于 今日 凌晨 推出 平板 电脑 touchpad ， 但 这 款 备受 关注 的 新品 却 遭遇 了 当年 苹果 iphone 入 华 相同 的 难题 ： 商标 被 汉王 科技 提前 申请 注册 。,3
我 说 的 是 昨天 南京 地方 规定 ， 要 共同 呼吁 把 这个 扼杀 ， 否则 会 席卷 全国,3
哇 ！ 你 会 玩 微博 了 ！,2
为 毛 绿 芜 和 四爷 可以 请假 ， 13 不行 ！ ！ ！ ！,1
你 都 快 成 我 妹 了 ！ 我 的 亲 姐 你 在 何方 ？,3
最近 没 什么 悄悄 话 么,3
你 适合 跟 的 平 刘海 孔子 形象 一起 哈哈 绝配,2
方便 面 涨价 了 ， 鸡蛋 涨价 了 ， 面粉 涨价 了 ， 汽油 涨价 了 ， 羽绒 服 涨价 了 … …,1
对不起 你们 π _ π 其他 的 都 买 好 了 ，,0
呵呵 ， 公司 走廊 太 拥挤 了 ， 我们 公司 的 同事 们 都 快 下 不 了 电梯 啦 ！,2
你 怎么 不 给 我 模特 儿 费 ~ 哈哈,2
你 那儿 忙 的 怎么 样 了 ？ 又 一个 小子 去 了 ！,3
遇到 朋友 的 借贷 ， 碍于 面子 或 盲目 的 信任 认为 没 必要 立下 字据 或 借款 字条 ， 埋 下 隐患 。,3
虽然 失去 了 与 最 亲爱 的 你 的 共 赴 爱情 的 机会 ， 却 为 你 还 能 是 我 面前 最 自然 的 你 和 我 还 能 是 你 面前 的 最 真实 的 我 而 高兴 。,2
恭喜 特鲁姆普 ！,2
"我 以为 是 给 矮人 踮脚 的
",0
生 不能 在 一起 ， 死 可以 共 赴 的 女子 还有 吗 ？,0
我 估计 你 破 300 没 问题 的 ！ 呵呵 。,2
你 叫 区带 埋 你 去 火星 啦 甘,1
▲   因 李娜 遭 炮轰 的 李 永波 说 ： 我 实在 不 明白 ， 为什么 有 那么 多 人 说 我 对 网球 的 看法 ， 是 不是 搞 错 了 ， 我 从没 说 谁 不好 ， 任何 一个 优秀 运动 员 都 值得 尊敬 ， 采访 我 的 记者 没有 把 我 的 话 完全 表达 ， 断章取意 ！,1
"""这么 说 我 已经 有 好几 个 完整 的 人生 了 ",3
晕 撒 ， 你 这样 也 行 ？ 你 要 下 个 月 啊,3
半夜三更 的 不 知道 是 几 楼 的 夫妻 俩 在 骂架 !,1
摔跤 了 、 一身 泥 、 车 坏 了 、 迟到 了 、 新年 无 迟到 记录 没有 了 、 拖地 还 让 我 把 拖布 拖 坏 了 。 。 。,0
么 你 系 好 仲 意 食 蜜糖 的 么 ？ ？,3
郁闷 ， 厦门 和 泉州 的 报刊 亭 都 没有,0
你们 都 要 开心,2
每天 下班 回家 习惯 性 的 从 三四点 睡 到 六点 多 ， 然后 上 网上 到 十一 点 多 再 睡觉 ， 你 说 我 容易 吗 ？,0
这 日子 怎么 过 啊 . . . . . .,0
在 亲 你 呀 ！,3
太 可怕 了 ， 太 可怕 了 ， 以后 再也 不 看 这种 新闻 了,0
看来 谈 恋爱 ， 真的 不能 超过 五 年 ， 不然 真 就 激情 不 覆 了 。,0
在 设计 表格 时 一道 数学 题 做 了 30 分钟 ， 汗颜 啊 。,0
不是 气 到 极点 。,1
那 肯定 是 投诉 ！ ！,1
南京 的 山 么 ？ 哪 一 座 啊 ？,3
你 开心 就 好 哈,2
等闲 变 却 故人 心 ， 却 道 故人 心 易 变 。,0
现在 心脏 就 咚咚 咚 跳 得 快 到 不行 。,2
大宝 惊喜 着 说 ： 那 好 吧 ~ [ 可爱 ]   ， 这个 礼物 我 喜欢 ~ ~ [ 嘻嘻 ],2
今天 意外 的 收获 是 吃 到 了 珍藏 在 记忆 中 的 儿时 的 野生 草莓 ， 个个 红艳艳 的 ， 美味 哪 ！,2
我 是 老 新人 就 带 新新人类 一起 进步 怎么 了 。,1
昨天 到 今天 的 事情 ， 6.2 日 两 个 人 早上 6 点 50 坐 飞机 去 济州 岛 拍摄 cf ， cf 拍摄 时间 是 上午 的 10 点 左右 ， 然后 下午 nk 做 13:55 的 飞机 飞 回 首尔 ， 妞 的 飞机 更 早些 。,3
有时 候 ， 面对 着 身边 的 人 ， 突然 觉得 说 不 出 话 。,0
亏 大 了 ！ ！ ！,0
《 星光 唱 将 》 即将 启动 ， 三 套 宣传 片 的 剧本 今晚 要 出来 ， 我 想 了 几 个 够 另类 的 . . .,2
崩溃 了 ～,1
往事 不堪回首,0
这个 我 还 真 没有 哦 ！ 乌 拉拉 ， 秘密 秘密 哈 ~,2
生日 快乐 ！,2
那 就是 已经 憔悴 成 大叔 的 哥哥 …,0
何老 ： 谁 的 ？ …,3
我 就 特 想 问 怎么 每次 都 是 这种 奇怪 的 日子 -   - 然后 你们 会 快乐 幸福 的 ～,2
那 啥 去 过 好多 大 码头 的 姐姐   表 那样 嫉妒 偶 咩 [ 不要 ],2
悲 催 了 ！,0
我 心理 不 平衡 ！ 你 对 我 无 以前 甘 好 ！,0
哈 。 。,2
"是 我 还是 陈 阿 ~
",3
听 ， 一 颗 星星 落地 作响 ！,3
韩庚 给 我 的 签名   这 上面 有 我 的 本名   三爷 签 错 了 一个 字   求 粉 ！ ！,2
如果 这 都 不 叫 相配 ， 你 告诉 什么 叫 做爱 你 就要 变成 你 ？ ！,1
答对 一 题 奖 一百 ， 两 题 两百 ， 三 题 四百 以此类推 ， 第 五 题 七千 。,3
春节 给 爷爷 家 买 的 水仙 已经 怒放 ！,2
"我 和 你 无关
",0
哎呀呀 ， 你 终于 现身 了 。,2
垃圾 来 的 ！,1
爱 了 ， 珍惜 ， 莫 要 等 失去 后 追悔莫及 。,0
我 宁可 打死 丫 的   也 不让 丫 瞎 吃 东西 毒死 ！ ！,1
最好 让 暴风雨 来得 更 猛烈 一些 ， 最好 一下 把 我 折腾 死 。,1
他们 如今 还 在 维护 无产 阶级 的 利益 吗 ？,3
"以毒攻毒 怕 什么 , 吃 完 吊针 去 . . 哈哈",2
和 观众 见面 前 心里 十分 忐忑 ， 但 看到 他们 的 反应 后 心里 坦荡 了 ， 他们 很 喜欢 ， 很 开心 ， 这 对 我 来说 就 足够 了 ！,2
2011 里 ， 做 好 自己 ， 为了 曾经 你们 对 我 的 爱 ！,2
中国 的 无期 徒刑 是 骗 骗人 的 。,1
我 的 确认 邮件 被 彻底 删除 了 怎么 办,3
无 语 呀 ， 无 语,1
"我 就 一直 在 寝室 ， 哈哈
",3
拖鞋 一通 抽 ！,1
"姐 才 一 杯 就 昏 啦 多 给 力 啊 这个 酒
",2
好   就算 真的 顺利   在 pc 顺利 的 外国 艺人 只有 妞 么   我 不 明白 的 是 为什么 韩庚 的 辛苦 要 对比 到 妞 的 身上   他们 都 是 中国 人   难道 他们 好不 可以 么   三 岁 在 pc 的 事 已然 是 过去 时 了   为什么 要 不平 到 妞 的 身上 呢,1
悲 催 啊,0
你 收 德尔惠 打 广告 费 么,3
为 神马 伤 到 的 偏偏 是 右手 食指 ！ …,0
餐厅 这 位 还 砸 起 了 盘子 ， 真是 无 语 。,1
今天 成功 地 把 两 年 的 班委 交 出去 啦 ， 各种 轻松 加 嗨 皮 的 啊 。,2
哈哈 哈哈 哈哈 哈哈 哈哈 哈哈 哈哈 哈哈,2
你 过份 了 哼 ！ 我 去 看 一凡,1
丁 同学 好像 是 夜行 动物 ， 哈哈 ， 还是 提醒 多 注意 身体 ！,2
生日 快乐 。,2
/ / @ 叫 我 猪猪 子 : 人 贩子 必须 枪毙 ！,1
木 有 你 个 鬼 ， 明明 就是 ！ 明天 翻 扣扣 记录 去,1
所以 即便 是 狮子 ， 也 要 接受 有 一 天 被 群 狼 撕碎 的 宿命 。,3
"你们 在 哪里 ？
",1
"天津 我 喜欢
",0
嘿嘿 。,2
也 不 见得 ， 有时 候 女生 的 优秀 只是 幼稚 和 无知 而已,0
嗯 哪 我们 都 奔 3 了 哈哈,2
"这个 表述 确切
",3
"我 又 要 报名 ！ ！ ！
",1
突然 间 就 忘 了 ~,3
看来 我 最近 有点 背 当当 → _ →,0
有 木 有 啊 ！ ！,1
哦 哟 ， 蕊 哥,3
走出 菜场 时 ， 我 拎 着 地瓜 沐 着 夕阳 ， 感慨 自己 人品 一定 很 好 ！,2
哈 ， 祝 他 生日 快乐 。,2
凭 什么 只 救人 不 救 狗,0
我 听到 她 马上 想到 你 … …,2
两 粒 不够 嗨 最 起码 五 粒,3
我们 虽然 长大 了 ￢ _ ￢   但是 我们 有 一 颗 童真 的 心 =   = . . . . . . . . . ( 什么 破 形容 . . . ),2
还有 爱心 大 美女 嘉玲 一起 ！,2
这 中场 配置 … … 幸福 的 烦恼 咯,2
"拍 完了 吗 ？
",3
一 颗 煎熬 的 心 就 这样 起起落落 ， 沉沉浮浮 ， 任 疼痛 灼伤 ， 任 思念 蔓延 ， 任 泪水 涌流 。,0
大家 2011 快乐 ~ 我 的 生日 到 了 ！,2
[ 咆哮 ]   [ 咆哮 ]   [ 咆哮 ]   尼玛 身高 170 以上 的 女生 上 辈子 都 是 折 翼 的 跷跷板 ！ ！ ！,1
中国 之 法 ， 弊 在 弹性 太 大 ， 同样 触法 ， 刑期 相差 几 年 ， 罚金 相差 数十 倍 。,1
我 说 是 不是 自己 不够 好 所以 总是 落到 这种 下场 。 。 。,3
笑 死 掉 [ ok ],2
你 嘎 晦 啊 ？,0
幸福 就是 当 你 发现 连 火车 票 都 买不起 了 的 时候 ， 在 弃 用 的 钱包 里 发现 了 200 块 钱 。,2
[ 怒 ]   这 不是 2b 是 什么 ？ ！,1
一个 人 独 坐 ， 聆听 季节 轮回 中 细碎 的 声响 ， 看 窗外 花 开 时 的 嫣然 和 叶 落时 的 飘零 ， 在 晨钟暮鼓 的 更替 中 倾听 岁月 细微 的 心声 。,0
谢谢 ！ 谢谢 ~ ~,3
今晚 去 啦 嘻嘻,2
嗯 嗯 ！ 我 在 教室 等 着 你 ！,3
你 被 吓 到 了 么 。,0
把 青天白日 旗 说 成 是 国旗 ， 这 是 带 分裂 性质 的 反动 贴 ， 请 删除 。,1
最近 不 晓得 杂 的 失眠 好 凶 哦 ！,0
我 之前 也 有 一 件 ， 莫名其妙 就 丢 了 ， 真 么 多 年 都 找 不到 那种 质量 的 了 。,0
如果 你们 想 骂 ， 麻烦 滚 回 自己 家 去 别 跑 杰希 的 微博 里 吠 。,1
这种 男生 叫 男 颜 知己 。,3
有 多少 人 是 跟 我 一样 ， 知道 了 之后 捶胸顿足 啊 ~ ~ 本 以为 花花公子 不 花 了 ， 像 童话 一样 美好 。,1
下回 带 我 玩 呗,2
没 觉得 需要 什么 勇气 ， 呵呵,0
给 我 一 球 ， 给 我 一 球,3
朱 老师 说 似乎 是 写 了 的 ！ 他 忽悠 我,1
难道 你 是 吗 ?,3
呵呵 ～,2
"写生 的 坏人
",3
/ / @ 黑色 黄浦 江 : 道德 问题 ， 这个 社会 谁 也 没有 资格 评说 ， 尤其 是 富人 … …,1
旁边 个 女 的 是 谁 啊 ？ ？ 感觉 眼熟,3
我 悲哀 了,2
旅行 的 时候 嘴里 带 着 个 大 溃疡 真是 罪孽 …,0
