,text,labels
7397,i feel and everything that i want to go away and it doesnt and i pray to god to make it go away and he doesnt hear me and i am a liittle bit more pained at the thought that is never going to go away,0
2706,i was feeling apprehensive and anxious was causing me even greater gt anxiety,3
2025,我很高兴能够听他的话，问很多典型的问题，我提供一些建议并分享经验 ,2
479,i have been feeling ugly out of shape over weight and out of control,0
2624,我很高兴结束很高兴能掌握第二组账单，但对我觉得我认为销售过程的压力比我意识到的更加压力，这让我感到有些惊讶 ,1
5529,my fear appeared in the form of jealousy i was afraid that my girlfriend had fallen in love with another man,3
1235,我有点忧郁 ,0
6781,i get the feeling that i will be a horribly hated author in this group,0
1800,我感到这个房间中毒和折磨 ,3
109,im feeling extremely overwhelmed with life and bills lately and october was such a busy month that i couldnt bring myself to do much this weekend,3
6052,i feel like the indecisive way that i sit in front of the screen and wonder what to write when i have a million things floating around in my head reflects very strongly on the way that i am as a person,3
655,我精疲力尽，感到胡思乱想 ,1
2553,我听这句话，而我感到越来越快乐的层次，我对没有被告知我需要和不拥有的东西感到不满意，并且发现我真的不想要 ,1
1298,im feeling very at peace about the decision and glad its over,2
2681,我在晚上工作，所以鲁斯会把孩子们上床睡觉的晚上，我会回家他们已经睡觉了，这通常不会导致我强调情绪会被标记为兴高采烈，并感到折磨，因为我没有把他们塞进去 ,3
9249,i feel that i am hated by so many people,0
2999,i feel peaceful and soft,2
2351,我从来没有听过鲍勃·马利广播电台并感觉到窗户凉爽的秋天微风 ,2
319,我觉得像那些看上去公鸡的势利角色之一，当他们以势利的方式握住头部时，他们在他们下面感觉到那些人的感觉 ,1
8740,i feel bitter and disappointed that i don t have as much time to write and do yoga as i want,1
299,我希望你对我的感受不会走向仇恨，你可以在电话上说的一切都是哇，我能感觉到现在的后果，宝贝，请不要恨我，最后给我成为你的朋友的特权，我保证我不会 曾经再次伤害你 ,1
3252,i didnt feel startled in the least,3
4643,i was feeling kind of jealous when i was the only one left,1
8045,i look back on that moment of my writing life and feel a bit ashamed that there is a part of me that wants to wrap up the everything theory series and then pack up the story ideas and call it a day,0
2108,i feel so easily agitated,3
3786,i have seen people gosh over their loved one over and over or post way to many self pictures of themselves just to find out weeks later that the two are separating and that the person has gained some weight and were feeling insecure about it,3
1384,当我看到驾驶室中的东西移动时，我有点冒犯了我不明白为什么她坚持在橱柜里移动食物时，当她知道我将其移回原始地点时 ,1
6372,id still been feeling a bit reluctant to try my hand at caricature,3
9559,im the faker and they are real and genuine and i just cant see it because im too busy feeling left out and unimportant,0
1826,我觉得我应该很生气 ,1
2496,我绘画我一次只能坐下几个小时，但是当我绘画时，我可以工作十二个小时，然后感到很棒 ,2
4856,i was feeling irritable and sluggish all day,1
3672,i no longer feel victimized by the ordeals i ve gone through in my life as they were opportunities from which i could learn,0
9245,i like my job and i like the isolated feeling i get from living out here again not being sarcastic,1
945,i feel put upon and abused by retailers and sometimes i find myself fantasizing about making the ceos of these companies dance to a shower of ricocheting bullets for the entire length of time that it takes me to find my rewards card,0
1962,我不会感到不安全或不安全 ,3
7123,i feel it has only been agitated by the presence of the smoking,1
3544,i just feel like everyone is dangerous now,1
4398,i feel just a little bit distraught because the death of michael jackson is real,3
1342,香港专业教育学院还发现，由于我对咖啡因和渴望不那么烦人，这种应对方法是不必要的 ,1
124,我发现自己感到困惑而不是授权 ,3
2078,i feel peaceful in an area that has never been peaceful for me,2
2618,我现在感到很贪婪 ,1
153,我感到非常耗尽，但我们仍然需要带回来 ,0
6787,i think he s probably feeling very regretful over now,0
853,目前，我可能恨你，因为我对每个人都感到过于敌对 ,1
1409,我觉得一个重要的人 ,2
366,我仍然对我的上一篇博客文章感到不舒服，因为这一切都花钱 ,3
1862,我总是有一种沉没的感觉，Zope暴露了很多我可能会或可能无法正确保护的URL ,0
947,我通常想出的东西非常激烈，很深，但是到我上网时，我的灵感已经消失了，我在躺在床上curl缩了一本好书或我的DS，而不是坐在烘焙音乐学院中并尝试写作 当我感到沉闷 ,0
2345,我对此感到难过，但是如果我要保持秘密旅行，就需要发生 ,0
2277,我对这只猎物鸟有很奇怪的亲和力 ,3
1694,当我认为不值得的其他人被允许的爱与我经常虐待的同样的爱时，我是神恩典的巨大虐待者 ,1
2833,i would not feel so distraught over my past and what i had done,3
501,我确实得出了一个相当可悲的结论，尽管她有一些令人惊叹的单曲，而且偶尔出色的专辑我现在感觉不过是一个休闲粉丝 ,2
193,我很高兴看到所有这些年轻的男人和女人在谈论男友时感到非常激动 ,2
2274,i wear is whenever i want to feel cute,2
960,我在所有这些方面都感到无助 ,3
83,我很高兴能自信成功 ,2
729,我敢于希望，当增加时，我会觉得我觉得我在上面的第一天就感到甜美 ,2
3564,in punjab,1
2752,我从藏身之后的藏身之处写道是糟糕的诗歌，但今天我感到有些胡思乱想和沮丧，所以我起草了一篇文章的简短作品 ,1
1896,我觉得如此无助 ,0
8956,i feel slightly envious of the proper fat burger sitting opposite me but eating this is fiddly and different and im obliged to use knife and fork,1
2873,我今天下午开车去浸泡自己的感受，偶然发现了一些神灵的作品，这些创作只会使我的心和思想充满平静，这一天大部分时间都在感觉 ,2
1502,i was forced to feel this way fearful in my own country of what may happen next,3
557,我觉得这本书让我有时感觉不那么聪明，因为我不得不真正拿出字典才能查找我从未见过的单词 ,2
1226,我真的想每天都想变得可爱 ,2
1456,我刺我的手指太多了，对针头感到很生气 ,1
173,我感到不安全，我想哭 ,3
4621,i make myself public i am trying to help other sex workers who are keeping quiet who are feeling shy who are feeling it s the end of the world to be hiv positive,3
3914,i thought i was wrong to behave so unreasonable towards you but thinking back and looking at those tagged pictures of you and your friends something inside me feels so hurt,0
2153,如果有必要，我显然对C部分开放，但我不想感到有压力 ,3
1163,我感到非常紧张 ,3
1039,i get to feel tortured when i am awake but also when i am asleep,3
5346,i could literally feel the pain those tortured people must have felt,3
3155,i want him to help me get the kids ready for bed but first he has to go around his mums for a fag so i wait for him i dont want to do it on my own its hard work i want help and hes done nothing all day so i wait then i usually end up doing it myself but feeling rushed and frustrated with him,1
7524,i can lock my posts it still feels unprotected as though people can still read them,3
571,我明天感到冒险，我将朝另一个方向探索 ,2
9718,i laugh while i am feeling amused i wonder sometimes if it s just some weird social anxiety i have and am just not aware,2
5962,i feel like i just walked in on something unsavory,0
631,我感到不得不吸收这一切 ,1
1760,我写这个博客文章，我现在感觉很激动 ,0
6547,id given the carrot to jenny first jack would not have shown any feeling about it except being naturally anxious to have his carrot,3
1315,我觉得自己是一个毫无价值的人，对那些与我接触的人来说是一个负担 ,0
77,我对整个事情都感到明显怀疑 ,3
561,与往年相比，我觉得每天的小时有点w弱 ,3
1317,i am feeling a little bit terrified yes i will be honest,3
1225,我对如此简单的食谱感到恐吓，因为我们知道更简单是困难的 ,3
1108,我几乎永远不会害怕不是因为那里没有恐惧 ,3
207,我有旧的感觉，如果它不破裂，请不要修复它 ,0
2149,我的感觉很烦躁，我知道只是激素，但它很烦人 ,1
8487,i don t know why this feels so fucked up,1
895,i feel insulted veteran nollywood actor pete edochie responds to death hoax,1
5942,i had just being looking at jason vale s site and feeling very appreciative of what he is about it s so easy for us all to get into critical mode and i love it when i have moments of pure feelings of appreciation for somone and that fault finding left brain that we all have goes into abeyance,2
2098,我觉得有一些甜美的uhm巧克力 ,2
280,我觉得我应该对这一发展更加痛苦，尤其是因为哦 ,3
1235,我觉得有必要用相机痴迷地记录所有内容，这是一些la脚的手机pix，我们服用了HREF HTTP ,0
709,我感到有些疯狂，因为这些女孩应该比平常早半小时在教堂，以便他们可以练习圣诞节音乐剧 ,3
6389,i am feeling much more hopeful about this school year,2
5592,i get so few comments ever i feel that i should leave some kind of acknowledgment in return of the fact that they bothered to read and comment,1
5478,im feeling suprisingly inspired by it,2
4545,i don t feel rushed,1
677,i have been dancing for years and feel very graceful when im performing and i always wish i could just jump in the air and fly,2
2335,我觉得他很固执，只是不是故意这样做的 ,1
1823,i started feeling a little stressed about leaving on time and making sure we got the getting ready pictures i wanted but everything seemed to workout perfectly,1
2188,我感到不知所措，我想尖叫 ,3
2154,我很高兴他们终于完成了 ,2
4346,i don t want you to feel discouraged about this,0
2383,我感到有些侮辱 ,1
8508,at school when i had a shouting argument with a friend over my ability to carry out a particular duty in the correct way without harming her,1
536,我不知道他们在星期一的一天之内会为我做这件事，所以我现在感到疯狂 ,3
400,我需要放心，即使我处于另一个状态，她也没事 ,2
134,每当我认为他的举动负面想法时，我都会感到很自私 ,1
23,我今天感觉如此充满活力 ,2
9903,i feel they are being pressured to make a decision way too early said rep,3
103,i hate feeling that way mostly because i feel as if it makes me unnecessarily irritable towards people who dont deserve it,1
8331,i feel ungrateful and evil,0
106,我现在处于情感的最高点，我感到猛烈的悲伤快乐的沮丧真的上述所有事情，我不知道该怎么做，甚至是我需要做的事情，但是我很难管理自己的感觉 现在 ,1
1067,我发现我最愿意阅读诗歌，当我感到和平与安静时 ,2
2102,我感到完全放心 ,2
271,i feel isolated from women of god and women of power i remember that she didnt leave it there to convert me she left it there because i mattered and she wanted me to know that she and god saw that,0
1301,我不是组织它的人，所以我也不知道为什么我会感到恼火 ,1
635,i am feeling so appreciative today,2
607,我想知道我是否能做到这一点，因为当我感到脆弱时，我也想到羞耻面对，并在我说或做各种大或小事的时候就陷入了生命中的各种观点 ,3
4319,i just feel shaky you know,3
2030,香港专业教育学院现在已经有一段时间的百忧解，它无所作为，但让我感到麻木 ,0
2,i must say i m feeling quite pleased with myself img src http s,2
321,i am feeling drained from crying when i have to wake up at freaking a,0
175,i hope that other sane folks who feel this trend is dangerous and alarming start to speak up and ask the questions and demand answers,1
3470,i was so worn out and feeling extremely defeated,0
889,我收到一些人的评论，他们觉得我对他们不满意，或者我不喜欢他们 ,1
1899,我觉得我一直在等待分享这个，所以我很高兴这一天来了 ,2
4524,i feel like a tortured soul and sometimes i feel like a novelty item,1
1441,在整本书中，我有一种可怕的感觉，他真的会发生一些可怕的事情，这会激发内森（Nathan）攻击理事会之类的东西，但是这本书走了一条不同的路线，尽管我仍然很害怕Arran会在第二本书中死亡，我不认为我 可以接受 ,0
831,我尝试在其他YouTuber上获得灵感，但我对自己感到害羞和愚蠢 ,3
7659,i am also asking for statutory compensation as i feel i have been deprived the use of the funds in question,0
946,我没有吃一点点饱，但告诉自己要继续前进，所以我做了哦，我做到了 ,2
2555,我对今天的动作感到沮丧 ,0
823,我曾经在一些庞大的Crossfit体育馆里，这些体育馆拥有顶部的设施和最好的设备，但他们感到空缺，缺乏鼓舞人心的能量 ,0
1346,我不希望你对此感到沮丧 ,0
2240,我感觉到他担心如果他进去，他会发现某种疾病 ,3
6079,i feel about things i am unsure leave a comment,3
1159,当我想到我们将来分手的可能性时，我仍然感到恐惧 ,3
2738,im feeling restless and fat,3
679,i start to feel restless,3
2108,我有一种灵性的感觉，可以向我保证，如果有上帝，他就不可能是同性恋者 ,2
2215,i have never felt more an ot than i do now so why do i feel so scared,3
8405,i am not mentioning these this month because i feel that i am always thankful for those things but yet i fail to see the other blessings,2
5872,i wake up feeling profoundly dissatisfied with life,1
5675,i am feeling uncomfortable and she wants to make it worse,3
1647,i decided to write an ootd post because im feeling quite cute today if i say so myself,2
2874,在我感到恐惧的罪恶感或无聊之后，我不想吃东西 ,3
3568,im not going to lie i feel a little insulted,1
154,我有点开始有点徒劳 ,0
1347,我为他们有过，或者对这种态度感到厌恶 ,1
4809,i am using a rest in billiards i naturally play the shot right handed trying to play it left handed with the rest what it would seem would be natural due to me playing the actual game left handed somehow feels weird,3
2125,我对自己感到绝对厌恶，不断摆弄我的衣服不想做任何事情，因为一个简单的原因看着我 ,1
80,i was starting to feel unsure of myself and my purpose here,3
5345,i feel bad about that however it needed to happen if i was going to keep up my secret travels,0
1204,i feel rediculous and petty and yet justified,1
1712,我对这堂课感到有些压力，所以我真的必须坚持下去，我必须集中精力 ,0
186,我能感觉到我的左腿变得胡思乱想 ,1
8896,im really beginning to feel really lost as what do in life,0
580,我总是觉得在第一次见到某人和进行小谈话之间，然后他们成为好朋友，似乎有一个奇怪的空白 ,3
4772,i had already begun to feel some very pleasant relief with this simple yet potentially difficult step,2
362,我没有感觉到编辑的爱我很容易分心 ,1
2624,我不敢相信我如此兴奋，但我忍不住感到有些怀疑 ,3
5808,i feel drained of energy,0
3223,when i had to dissect a live mouse at school,1
2849,我渴望教我的孩子父母教我和兄弟姐妹的方式 ,2
2890,i think i have to go with the revlon because i never get bored of it it s amazing in the summer but it doesn t look strange in the winter if i ve feeling a bit rebellious,1
2930,我开始感到我的朋友们很多爱，并认为这有点可疑，因为其中一些几乎没有来到这里，突然间我像他们最喜欢的人一样 ,3
1039,当我醒着时，我也会感到酷刑 ,3
305,i know that our nursing relationship is starting to come to an end and just thinking about it makes me feel very emotional,0
2733,我在手机上收到一条消息，我感到很痛苦 ,1
612,我感到压迫购买我没有必要确定的东西 ,3
1674,我在地板上剩下的小垃圾行走感到不舒服 ,3
2953,我很高兴我的家人目前的关系不是最高的 ,2
4245,im so eager to get ahead and ahead and ahead that when i dont get a chance to work on me stuff i feel physically agitated and panicked like the whole world is about to crumble,3
5235,i dont know why but i feel emotionally assaulted by this fact,0
3128,i feel like im being unkind skin tight yet sallow saddened by the shallow,1
4511,i came here to document every thought feeling and moment i had with our precious fourth born boy,2
2141,我对我想制定的太多计划感到可悲 ,0
2950,i know that sounds really recycled and generic but its actually how i feel i love to sing and would more than love to make a living doing that but im going to school because i know that its not in the cards for all the talented people in the world to make it in the music business,2
357,我每小时都在醒来，所以我感到胡思乱想 ,1
2153,我希望，如果他们觉得有什么比特别的感觉，他们会记得与我分享这个故事会使他们在我眼中真的很大 ,2
6171,i feel so proud every time i pay my rent my bills stock my fridge and pantry,2
1172,i feel like ive been cheated out of precious time with him,2
2121,我也感到恐惧，但很好地衡量了我的羞耻感 ,3
3000,i feel so smart a href http newmominthenewcity,2
1760,i worry that i cant find a spot in the part of the library that ive gotten used to i feel very agitated when i have to sit in another part of the library which is why i dont book a space online the bookable places are not located in the part of the library that i like,3
7600,im feeling pretty sentimental so i figured id take a break from the usual postings to show you what i wore on my wedding day,0
5605,i think as a culture we have strange ideas about childhood and we tend to feel frightened by children who have been hurt and who have special needs as a result,3
32,我星期一早上从房子里出来，准备上学，当我看到我的车有轮胎时为停车场而战 ,1
5868,i am feeling extremely sorry for myself and i need to just get it all out and move on,0
471,我在这里感到非常满意 ,2
2077,我觉得比勇敢的感觉还不到我，我可以回来拜访您的文字和照片，并受到您的惊人的启发 ,2
1289,香港专业教育学院一直在谈论我的感觉是创造成功的开始和中间的元素 ,2
6474,i feel there are no fake smiles only passion witch couldnt be any more real,0
705,我接受我是谁，但有时我不明白为什么我感到内心如此迷失 ,0
1019,i didnt feel the shape was elegant enough but it felt great to be sewing and making again,2
1626,我推荐纸人给青少年或成年人，他们有时会因为他们看待世界的方式而感到孤独 ,0
1282,我发现这种温和的有趣 ,1
595,我觉得如果没有你，我会错过的 ,0
1796,我学会了不要让我的情绪在我现在对某事感到非常恼火或生气时，仍然做我自己的情绪 ,1
1879,尽管我没有理由我知道，但我感到很激动 ,3
420,我每天都能与他一起呆在家里 ,2
639,我觉得我现在只是在假期，但我确定不会持续href http ,2
1351,我很荣幸能够在我的一生中见证了这么多 ,2
287,我走进餐厅，完全痛苦地感到痛苦，为自己感到遗憾 ,0
2741,我在天空上划线，我开始感觉到来自贸易园的黑暗塔的邪恶的psi气味 ,1
4699,i can t feel vulnerable anywhere else i can feel vulnerable onstage,3
2369,我觉得自己是希望的囚徒，因为我不够聪明，无法知道他们中的任何一个都值得或有能力去做总统的工作 ,2
2505,i think he loves me as much as always he tells me he does but if i keep feeling like this so bottled up and beaten down i don t know how much longer i ll love him,0
9941,i can never fully express the feelings i had when she told me that i knew it was my name and i was honoured,2
2297,我觉得我知道这一点，但是关于这个奇妙的合作的想法一定已经迷失在我忙碌的妈妈的思想的深处 ,2
9121,i feel as though my ability to develop and maintain strong relationships in my past will reinforce my ability to connect with parents and children,2
2826,我觉得他们决心让我扭转 ,2
9896,i view humans as on par with all other animals on earth and when i realize how insignificant we really are i feel weird,3
188,我知道那感觉很奇怪 ,3
1205,i tell people who are feeling a bit inhibited or shy just fake it till you make it,3
2405,我本月没有提到这些，因为我觉得我一直感谢那些事情，但我看不到其他祝福 ,2
1458,我真的很奇怪又尴尬，我只是觉得自己在欺骗每一次训练 ,3
4170,i cant even describe what it feels like to roam about and be carefree after such a long self imprisonment,2
557,自从我的情节在Fairhill的第三次播放以来，我只参加了一次比赛，尽管我不应该骑自行车，所以我感到有些恐吓 ,3
369,我也感到热情，因为我见过的许多火车残骸 ,2
2416,我不应该这么怀疑，但是有时候漫长的一天之后很容易感到不知所措 ,3
6192,i feel she was wronged,1
437,我听到这样的歌曲，喜欢爸爸的疤痕或任何有斑点，我觉得我应该是一个折磨的灵魂，我觉得我应该过上可怕的生活 ,1
528,我一直告诉自己和我的奔跑伙伴，我喜欢停机时间，并且没有压力遵循培训计划 ,3
9700,i suppose that feeling satisfied with just a mere c would be self destructive,2
2877,我只需要参加新生选修课才能毕业，就像被动摇了 ,3
757,im feeling overly anxious,3
7708,im not as active as i was a while ago so my self confidence is down and if i initiate and he rebuffs i feel rotten,0
2953,我也觉得这本书想说的是关于生活中的平衡的话，这不会做疯狂的危险事物，也不要把自己隐藏在自己的房间里，但我不确定它完全成功 ,1
1559,我很快就会恢复头像，使我感到非常愚蠢和尴尬 ,0
771,im going to poke him with a sharp stick today because im feeling pissed off and discouraged,1
315,i just have to get over feeling sorry for him because he s a sociopath and can t help himself,0
6155,i am feeling apprehensive about this move and worried i have blown all my money that was meant to pay my rego,3
1991,我认为他对我们感到内gui，他知道我的朋友知道，但没有提起它，他试图让她去那里 ,0
1657,我很好，无论我感到完全狂喜还是感到沮丧或介于两者之间 ,2
2118,我想我会更舒服男人可以与他们更多地联系在一起，而且如果我真的开放并与女人共度时光，我会害怕会发生混乱的感觉。 ,3
1287,每当我谈论这个小镇时，我都需要插入可爱的小东西 ,2
94,我对某件事感到不满意 ,0
4501,im feeling insecure,3
1139,我认为这可能是因为面包店的女士和结帐的女士想和Alec聊天，我有点不满 ,1
7630,i feel like im one of those bitchy complaining old people who stay shut up all day in their smelly homes and when someone talks to them they tap their stick in an angry fashion and complain about anything that attracts their attention,1
2843,i have kept the reviews on there as i feel this is important for marketing the album,2
2493,我觉得他花了所有的时间找到最华丽的女人，tip脚的身体要看 ,2
1377,我想问一个男人，但我有一种感觉，我会被拒绝，因为我从未约会过，在帮助之前请place上的头衔，例如在facebook href http http p p上 ,0
7,我想这一切都是关于试图将宁静的祈祷内部化的一切，也不感到走过去和虐待 ,0
539,我意识到这种强烈的感觉，我曾经只是对那些打破我的那一种感觉 ,0
2759,我可以帮忙，但感到沮丧和沮丧地错过了这个点火 ,0
773,我远没有耐心 ,2
3599,i am with all my friends when i am in a big crowd i still feel lonely,0
1198,我回应了，但先生，当我为主人提供任何服务时，我有时候我的行为更加自私 ,1
1332,i write to find out how i feel and what i think i avoid writing because i m afraid to find out,3
6462,i really really hate spencer pratt and heidi montag so much that i can actually feel my blood pressure rise whenever i see one of these obnoxious fake happy photos of them,1
9051,i use to listen to it a lot when i am feeling sad,0
709,我总是觉得自己必须躲藏在像我一样受损的郊区的人群中 ,0
5573,i were to see someone experiencing a humiliating moment i would feel awkward for them,0
937,i am feeling really good more weeks to go and we will be meeting this baby girl,2
2970,在过去的几年中，我觉得我欢迎自由进入我的生活 ,2
191,我为自己站起来，我最终感到放心，甚至感到骄傲 ,2
1741,i am sittin in my apartment at what was once an ungodly hour and i feel so flippin peaceful,2
1584,i dont particularly like the state of mind numbness i feel its particularly dangerous when you have a sort of double life,1
5796,i feel weird about sending my older cards out though,3
450,我写这篇文章有点奇怪，因为这基本上都是关于我的，我不喜欢我的关注 ,3
398,我觉得我通过用尽较老的纱线并帮助她解决自己的盘式管理问题，这是双重的 ,2
3109,i cant handle is feeling like the jolly green giant sprinting through the green beans and the treadmill distance has only gone up,2
1330,我感到很钦佩 ,2
2924,我感到不知所措，我的女儿会在他努力工作以使其变得美丽的房子里长大 ,3
5061,i was sitting on my bed steadily making my way through a bar of galaxy a little bit extra and feeling more than a little bit tragic,0
6495,i especially feel stupid like his lines you know you re the best thing to ever come out of this place and it s got me out of my head and i don t know what i came for and especially so leave out the others baby and say i m the only oneeeeeeeeeeeeeeeeee,0
310,我提出这个问题是因为发现你不能生孩子是为了使我们中的许多人毁灭性灾难性，而且很难不像女人那样受到伤害 ,0
2877,我拍了几张小型会众的照片，记得突然感到有些忧郁的想法，即在十年内会众几乎没有什么东西 ,0
877,我觉得我有点想念我的窗户与他们交谈，这有点尴尬 ,0
2840,在十一岁的时候，一个朋友，我离开了一个聚会，然后走过一个糟糕的街区的黑暗和僻静的街道，发现最近观看了恐怖电影的近期电话 ,3
982,我完全无助地改变了生活中的环境 ,3
584,我觉得威利·旺卡（Willy Wonka）和巧克力工厂veruca盐的那个肮脏的女孩 ,1
464,直到昨天我觉得有必要午睡并无力专注于我的阅读时，我一直感到充满活力 ,2
2318,im feeling a tad vulnerable lately with all of the new people ive met but nobody that truly knows me here and just an overall need to put my shell back on for a little bit,3
2465,我只是觉得有些人忽略了生活的存在 ,1
5077,i am feeling a little less than brave i can come back and visit your words and photos and feel inspired by your awesomeness,2
1044,i feel like i have doomed myself to failure,0
6081,i am wondering if the reason i am feeling so frustrated by this particular endeavor is that i cant imagine letting it go,1
2117,i was feeling really cranky my black bad ass ta tas shirt cracked up a nurse or two,1
1041,我列出了它们，我感到不知所措 ,3
1711,我很害怕被拒绝或因患有糖尿病而被拒绝 ,3
2255,我知道或感到同样不舒服 ,3
43,当我亲吻一个我知道我和男朋友出来的人时，我感到厌恶，这个人出现了，但他与我无关 ,1
2426,我觉得被重视让我开心 ,2
1451,i woke up i felt well enough to drive home however i was still feeling awful about the way mark spoke to me on the phone,0
507,不幸的是，我不会说您只是想像您只想回到酒店睡觉的那样，您真的会打扰您的笑声 ,1
3605,i didn t feel intimidated or overwhelmed with information though,3
1224,我确实喜欢，但这只是让我感到如此不重要 ,0
1087,我觉得我没有得到我的失败者，我觉得自己是一个失败者，然后我转身看我心爱的女友的照片以及周围的人，我知道我知道我已经知道了这一切 ,2
2266,我觉得我们在杂乱无章的玻璃球，在任何时候 ,2
1883,我确定在这个棒球季节开始时这种疯狂的恐慌感会消退 ,0
748,我觉得我只是自私地占领世界上这个地方 ,1
8148,i looked at kazuya questioningly feeling something stir in his heart when he saw kazuya look up at him with a hesitant unsure look on his face,3
2047,我几乎觉得Paran不够受欢迎，但我知道我会喜欢的 ,2
124,i was feeling very pleased with myself applauding my ability to look at the matter objectively when suddenly a terrible thought struck me,2
819,我有点难过，我几乎怀孕了 ,0
2172,我感到很满意 ,2
816,i feel devastated like my life has shifted into this dark oblivion,0
1042,在购物衣服上，我感到无所畏惧 ,2
1460,我很害怕，感到偏执 ,3
684,我感到不满意和悬而未决 ,1
874,我觉得强调的是，教会对那些怀疑的人感到不友好 ,1
8799,i was feeling strange,3
8088,im feeling very joyful,2
743,我同时感到颤抖，但很棒 ,2
1187,我没有自我控制 ,0
1568,我觉得狂热者说服我成为他杀死大多数人类计划的一部分 ,2
6054,i feel a cold chill that suddenly shifts and then envelopes me in a warmth such as ive never known,1
5831,i understand it is if you fail and you feel jealous of other people you dont have the right to feel jealous cause you didnt work as hard as them,1
3520,i feel rich or poor,2
1185,我认为发生在比赛中，除非非常明显我对除明显的战术或身体优势或失败以外的任何事物感到不舒服 ,3
484,我感到有点焦虑 ,3
1842,我确实不喜欢几天的糟糕。 ,0
5173,i don t plan on marrying her or anything so makes me feel weird,3
1139,我实际上很害怕，已经很孤独了 ,0
1421,我在这个年龄会感到很棒 ,2
2009,我有这种强烈的感觉，因为那里的某个地方对蒂娜·雅库（Tina Yothers）感到烦恼 ,1
7375,i always read your responses and feel a little more reassured,2
9144,i feel about these individuals but that opening line shows how inadequate simple words can be,0
2932,如果我对某些事情充满热情，我就开始开始 ,1
