,text,labels
87,我感到放松和脱水，我需要多喝水，我感激的是一个帮助我准备房子和温暖床的丈夫 ,2
88,我几乎觉得琐事提到该文件很差 ,1
89,我必须承认这一切都很棒 ,2
90,我用手指穿过头发感到躁动 ,1
91,我经常感到责任负担负担，但我不断承担更多 ,0
92,我觉得你永远不会有太多才华横溢的大个子，他们可以反弹和阻挡投篮 ,2
93,我觉得它在使我在其他问题上的问题上发泄 ,2
94,我觉得很难受 ,0
95,我觉得看这部电影后受到了惩罚 ,0
96,我对此并不充满热情，我没有富有创造力，而且似乎并没有帮助任何人 ,2
97,我最近一直在做很多思考，我发现尽管我没有后悔，我相信我所做的一切，而发生的一切都是命运，我不禁对我缺乏进步感到沮丧 ,3
98,我因为承认我的暴力幻想而感到羞耻 ,1
99,我实际上觉得不幸的是，我太不耐烦了，而我在我自己的经历中学到的那样不耐烦地毁了事物 ,0
100,我很荣幸成为妻子和母亲 ,2
101,我为使他生气或生气而感到内gui ,1
102,我距离成为一名教学家只有几步之遥，尽管一方面，我感到非常兴奋，但我感到有些害怕 ,3
103,我讨厌这种感觉主要是因为我觉得这使我对不配得到的人不必要地烦躁 ,1
104,我对梦想生活的不满感到不感激 ,0
105,我感到最兴奋和敬业，就像我在这项运动新的那一天感觉 ,2
106,当我参加第一年的大学考试并在P考试中犯了很多错误时，我害怕失败，因此无法上医学院 ,3
107,我认识到她感到愚蠢的天真和不安全 ,0
108,我感到相信自己，让创造力发展似乎是关键 ,2
109,我最近对生活和账单感到极为不知所措 ,3
110,我感到非常非常难过 ,0
111,当我看到老朋友通常会少问我，除了全职P之外，我还在做什么，我真的很生气 ,1
112,我会在半夜去医院感到愚蠢 ,0
113,我觉得自己要拍他，但也许他很粗鲁，因为他总是被愚蠢的新加坡顾客生气 ,1
114,当我的舌头和嘴巴开始感到烦恼时，我的舌头和嘴巴的渴望是遗忘的时候，我的舌头和嘴巴就开始感到烦恼，而当公开场合并不是一个选择时 ,1
115,我也患有失眠 ,0
116,我完全没有意识到这些情绪，当我去健身房时，除了害怕和不安全的情况外，我都感到 ,3
117,我爱那种感觉如此该死，我不需要关心困扰的感觉 ,3
118,我感觉很善良 ,2
119,几周前，我碰巧参加了一场比赛，直到比赛结束，我才感到遭受酷刑 ,3
120,我写了，我感到很脆弱，所以我保存了文档并关闭了文档 ,3
121,我觉得有时候我太固执了，只是开始坚强和独立 ,1
122,游泳时 ,3
123,我感到很犹豫，迷失了 ,3
124,当突然一个可怕的想法打动我时，我对自己的能力感到非常满意 ,2
125,我羡慕住在该国其他地区的人可以走进学校并签下孩子参加计划 ,1
126,我坐在床单上溺水感到羞耻和被盗 ,0
127,我可以知道，即使我觉得我没有损坏的商品，我确实有东西可以为任何人提供东西 ,0
128,我可以告诉你，我觉得Duece的主人JD Savage挠他的狗的头有多放心 ,1
129,我很敢于大胆释放出来总是在某人贝克和打电话给我的暴政 ,2
130,我觉得今天下午我应该问发生了什么事，我在电话上有点令人讨厌，大声和健谈 ,1
131,我们骑着他的汽车，他开车很快，突然一辆汽车在我们面前的道路上越过道路，我的朋友不得不迅速转动汽车 ,3
132,我只是感到痛苦 ,1
133,我已经感觉好多了，所以我倾向于过度疲倦的恶劣的寒冷 ,2
134,我觉得我变得非常烦人 ,1
135,香港专业教育学院只开始花几天时间，但我感到非常激动和间隔 ,1
136,我感觉又一个醇厚的一天 ,2
137,我认为，如果别人要以我对待别人的方式对待我，我可能会感到生气 ,1
138,我并不是要说它所有的血腥阳光和玫瑰，我不会感到非常不舒服，害怕，没有准备，但所有这些，但上帝该死，我们非常想要这个，我们得到了这个，我比其他任何事情都更加幸福和感激 这正在发生 ,3
139,我只增加了磅 ,3
140,我还学会了不要浪费宝贵的时间对那些委屈我的人感到仇恨或辩护 ,1
141,我想走路，所以在这种感觉上呆了很长时间，不愿意去看办公室去看你 ,3
142,我觉得我被殴打和瘀伤试图弄清楚这一切 ,0
143,那天下午我离开博物馆，每当我离开博物馆带着那种美味的感觉 ,2
144,我今天早上感到特别优柔寡断 ,3
145,我记得感到忧虑，但充满希望，并且确定治疗将成功 ,3
146,我觉得每天我都会对自己委屈 ,1
147,我喜欢上学的所有新颖性和感觉，并在九月见我可爱的孩子 ,2
148,我突然开始像我想做的那样徒劳的徒劳，就是给他们拍照，我和他们一起在o上拍照。 ,0
149,我回想起我一直在爱上痛苦中的所有时间，我认为很可爱，没有天鹅的生活足够糟糕 ,2
150,香港专业教育学院试图使这些感觉不重要 ,0
151,我为自己陷入困境而感到生气 ,1
152,我知道与人分享这种感觉的特殊ID真是太棒了 ,2
153,我感到非常耗尽，但我们仍然需要带回来 ,0
154,我不想感到压力，然后对此感到愤慨 ,3
155,我感到无助的莎拉说 ,3
156,我什至可以对J说，并希望很快就会感到不确定这是什么等等，我们可以一起尝试一起工作 ,3
157,我一直想知道我是否在任何地方成为我的不耐烦的灵魂 ,2
158,我想和那些绝对让我充满喜悦的人在一起，以至于我可以帮助但感到幸福 ,2
159,我感到有点脾气，就像相当理解的 ,1
160,我穿着Danella的东西感到很奇怪，但我想我别无选择 ,3
161,我感觉到，对于伙计们，布福德处理比赛的结果并不像保持男性气质高于竞争对手球队的球迷那样重要 ,2
162,我很感激我们能够走足够长的时间，可以在那里享受我们的时光而不会感到匆忙 ,1
163,我感觉很无用，但是你说你爱我，你仍然想抱着我，你想靠近我，仍然让我神圣，让我圣洁 ,0
164,我打算拍摄大量照片来送她，但由于某种原因，我感到害羞 ,3
165,老实说，我确实觉得我真的被带到了那个天真无辜和统一的地方 ,2
166,我感到麻木张贴在HREF HTTP Leslielandberg上 ,0
167,我不知道对整个事情的真实反应并不是我根本感到困扰或关心的我只是希望它能以自己的方式完成 ,1
168,我不知道什么是因为我捍卫了对我感到卑鄙的事物的原因，但是即使看电影，我一直在识别并为小人辩护 ,1
169,我觉得一切都很好 ,2
170,我对我的日记有些不确定，这让我记得我面临更大挑战以及如何克服它的时代，然后让我记住我身上的坚强女人 ,3
171,我为那天所做的一切感到非常自豪 ,2
172,我有点讽刺 ,1
173,我觉得几个小时前整天都在户外度过的精美度过 ,2
174,我看着肥皂，聆听他们可悲的故事情节，但是我发生的事情是真实的，这让我感到疯狂 ,1
175,我希望其他理智的人认为这种趋势是危险的，令人震惊的开始，开始发言并提出问题和需求答案 ,1
176,我已经麻木了多年，后来我感到自己变得恐惧 ,3
177,我对那个笔记感到有些la脚 ,0
178,我感到和平，就像我要长大的翅膀并飞走 ,2
179,我感觉真的很低也很低 ,0
180,我鄙视痛苦的痛苦感到痛苦，所有这些有时会带来的孤立 ,0
181,那天我没有太珍贵了，所以一切都很混乱，几乎没有融合在一起 ,2
182,我通常不与成年人这样做，因为我不想冒犯他们，但是当您与孩子一起工作并且与他们有爱心的基础时，当您以一种充满爱意的方式将他们召唤出来时，他们通常不会受到威胁 ,3
183,当一个女孩没有回答问题时 ,0
184,我不明白为什么我必须在现在的房子里感到不受欢迎 ,0
185,我一点也不着急 ,3
186,我能感觉到我的左腿变得胡思乱想 ,1
187,我不是Heights的最大粉丝 ,3
188,我只是对上帝感到困惑 ,3
189,我对此感到不安，它带来了一个很好的笑声 ,3
190,我不得不想知道父母说间谍是多么多，如果某些掠食者说服他们的孩子是朋友，然后一些伤害变成了他们 ,2
191,我为自己站起来，我最终感到放心，甚至感到骄傲 ,2
192,我觉得当您是初学者并且您渴望学习，然后从一开始就获得FAP Turbo可能是最好的方法 ,2
193,我在两天内完成了阴影之吻，因为我有作业要做，我还是讨厌物理，我剩下的钱，下雨了，除了做更多的家庭作业，我无事可做，我感到很沮丧，所以没有车去我去 总统日，瓦拉姆特在公共汽车上 ,0
194,我可能开始感到偏执或可能没有安全感，但我只是一个人，渴望被爱并被注意到 ,3
195,我对我的堆有点压力 ,3
196,我不会说我的骗子，但我认为我经常对我的感觉不诚实，因为我害怕被拒绝或害怕引起问题 ,3
197,自星期一以来，我一直感到忧郁 ,0
198,我一直感到害怕 ,3
199,我觉得贪婪的贪婪贪婪的贪婪贪婪，我想吸入他，我想把自己塑造成他，我想和他谈谈一切 ,1
200,我感觉到柯比的重新着色总是必须折磨 ,1
201,我有点害怕 ,3
202,我会这样做，让你为我感到骄傲，他说仍然对能够在短时间内离开农舍的前景感到高兴 ,2
203,我觉得人们害怕在我身边，就像它提醒他们，甚至任何人都可能发生癌症 ,3
204,我想指出的是，由于eBay，我没有为其中的任何一个支付全价 ,2
205,我对所有新能量提示感到自鸣得意，还有更多的发现 ,2
206,我感到更加保证，尽管X David S是将West Ham向前推动的合适人士，尽管有Hoo Ha ,2
207,我觉得很空 ,0
208,我渴望感觉很危险 ,1
209,我可以看到有人感到不确定或不安全 ,3
210,我只能说我个人觉得他们不仅在他们的困境中没有成功 ,0
211,我开车去苏城，感到成功的研究人员的兴高采烈，看到他们住在高中和大学里的房子 ,2
212,我对自己的生活感到非常不满意 ,1
213,我对一切都感到恼火 ,1
214,我可以想到一种比我创造出的感觉更令人满意的感觉，无论我的产出多么混乱或与我的工作相比的微小，它总是微不足道的 ,0
215,我感觉有点像一条吓人的河豚鱼，没有任何实质，因为即使现在，当我自我检查时，思想总是在我的脑海中奔跑，我什至知道我在寻找什么 ,3
216,我感到有些痛苦，但主要是麻木，有些辞职 ,3
217,我有点不同意她，我觉得这确实有助于强调黄油的柔和乳白色，并为饼干增添了美味的味道 ,2
218,我想念工作中的人的陪伴，这就是为什么我开始感到嫉妒 ,1
219,我很厌倦了有需要和自私的UBT，现在我不认为我是 ,0
220,我知道这些感觉来自我的这一部分，而在我寻求归属感的社区中，不认为主流 ,2
221,我跳下街区，就在我撞到水之前，我感到很漂亮，我感到很漂亮 ,2
222,我的根源很麻木，那感觉不好 ,1
223,我现在告诉大家你是否觉得我杂乱无章 ,0
224,我能量ye inrukadu azhiga azhigaia varum thukum thukum thukuma thukuma varum沐浴后你应该吃点东西 ,0
225,我觉得我可以分享我想要的东西，而不会觉得我可能会占用宝贵的时间 ,2
226,每当他开始表现出柔软而兴奋时，我都会对他感到厌恶 ,1
227,我很幸运能参与并与这个特定的小组合作 ,2
228,我现在感到很侮辱 ,1
229,我为自己感到难过，但谁不会 ,0
230,我有点无助，这不是一个好感觉 ,0
231,我不再对自己毁了一切或需要做些修复的事情的想法感到折磨，或者很快就会发生某些事情 ,3
232,我希望有一天社区能够理解彼此的理解，彼此不犹豫地说出他们的心 ,3
233,我想我是时候做我的报告和反思了，因为我最近感到真的很沮丧 ,0
234,我认为创造力是关于艺术和生活的关键词，每当我创造某些东西时，我都会感觉很好，而且这对我来说是新事物，对我来说，这是创造力的好处 ,2
235,我觉得Neha在一个周末发短信 ,3
236,我以这种方式做出反应，我对让别人感到沮丧，所以我过于容纳而过度纠正，它变成了神经质的景象 ,0
237,我打电话给一个小女孩，他的感觉很狂喜 ,2
238,我可能缺乏睡眠或铁 ,1
239,我从感到很兴奋，因为H被接受了，因为我对自己没有进来感到有些难过，然后感到很生气，我把很多时间和金钱投入到了让我没有的东西中 ,2
240,我对这个互联网的人不太担心 ,3
241,目前我感到非常胜利 ,2
242,我感到骄傲和适合体重，这样我就可以成为一个充满活力的母亲 ,2
243,我只能称呼自我认识，我觉得我终于接受了我的灵魂在一生中渴望的渴望，href http http www ,2
244,之后我会感到完全排干 ,0
245,当我发现我和我的朋友在第一个呼吁中获得许可时，这种情感伴随着极大的欣慰，这是牺牲和周期纪律的加冕 ,2
246,我想念戴夫，我度过了愉快的时光，感到很轻松 ,2
247,我觉得在惊悚片中拥有各种角色很重要，以使观众对叙事本身有很好的了解 ,2
248,我只是感到不知所措 ,3
249,我觉得我比她要在比赛中现场表演自己的歌时更加兴奋 ,2
250,我写这篇我感到内gui ,0
251,我觉得，但我喜欢晚餐美味的晚餐，谢谢 ,2
252,我爱你，我们仍然感到甜蜜 ,2
253,我绝对不能想象并与收入保证一起，您会放心，这也将为您个人完成工作 ,2
254,我很荣幸今天站在这里 ,2
255,我不知道为什么我感到尴尬地回到墨尔本 ,3
256,我真的不想感到可疑 ,3
257,我经常听到妇女的声音，这些妇女因丈夫的外遇而受到特别损害，因为她们的生活发生了变化 ,0
258,我今天感觉很帅，尝试父母 ,2
259,我很好奇他们建议什么实验室练习，因为我对自己提出教学有用的实验室的能力最不确定 ,3
260,我永远不会忘记我的女儿有多兴奋地帮助打包和加载我的阿姨货车和我的朋友SUV，并且知道我在对她做什么，感到绝对沮丧 ,0
261,我对去有些担心，因为一个人感到有义务走去，也许也很紧张 ,3
262,我的喉咙有那么紧张，这并不愉快 ,2
263,我从不戴上骨质手套，他们在手上感到很奇怪，在缠绕器中，它们没有太大帮助 ,3
264,我今天感到有创造力，所以 ,2
265,我感到伤心欲绝，因为我真的很想为未婚夫和自己变得更好，但不知道如何 ,0
266,我只是根本无法忍受，感觉伤心欲绝真是太糟糕了，以至于那一定是这样 ,0
267,我想为康复祈祷，但几乎感到自私 ,1
268,我爱我最好的朋友，有一天我感到疲倦和疲倦，但我有义务在他们需要的时代和他们的喜悦时代做我能为他们做的事情 ,0
269,我想感觉到我希望通过在我的期望感中保持真实和透明，我将更加专注于到达那里 ,2
270,我有时会因为这样的感觉而感到自私 ,1
271,我觉得与上帝的妇女和有权力的妇女隔离 ,0
272,我觉得我处于如此可恶的负面环境中 ,1
273,我知道做这些小工作的后果，但这让我感到有用，这使我感到正常，没有这样的日子，我可能会生气 ,2
274,我觉得我购买了一种很棒的葡萄酒，我现在可以享用，或者让衰老大约两年 ,2
275,我觉得我被挤压和折磨的甘蔗机器 ,1
276,我可以继续奔跑的感觉如此沉闷和拖延，然后我付出了很大的努力 ,0
277,我在博客上写了一篇有关该文章的文章，同时感到很生气，所以也许我没有尽力而为，但是那时我感到困惑和沮丧 ,1
278,我感到如此抑制和破坏 ,3
279,我无法入睡，我感到非常痛苦 ,3
280,我不知道我一定会遭受酷刑 ,1
281,我仍然感觉到，我很感激 ,2
282,我感觉到这种低能的能量，就像我现在那样，天气可能没有那么多，我显然已经经历了另一个闪回，甚至还没有意识到我在 ,0
283,我不会对任何事情感到遗憾 ,0
284,我感到非常幸运地说，我们比以往任何时候都更近，我无法想象我宁愿以好是坏体验这种生活 ,2
285,我总是和某人放大器，这让我感到有需要 ,0
286,我几乎感到生气，但我太累了，无法生气 ,1
287,我想我想讨厌某人我的愤怒通常很快消失，然后我感到愚蠢，我也很快就能克服 ,0
288,我感到抽搐和烦躁，正在为接下来的一个小时想象我想做什么 ,1
289,我走得更远，我可以感觉到脚和四肢的谷物水溅到 ,1
290,我不禁感到愤怒的放大器拍打在脸上 ,1
291,到那时我感觉很脾气暴躁，但是食物和美酒帮助我感觉更好 ,1
292,我感到无助地无法移动感到不舒服，并且对运动自由的限制 ,3
293,当我突然开始感到超级恶心时，我坐在桌面上 ,2
294,我觉得不安全去一家餐厅 ,3
295,我有能力阅读眼睛，所以保持眼神交流是我真正了解一个人是否真诚的方式 ,2
296,我有点琐碎和唯物主义，因为我很沮丧 ,1
297,我喜欢与我的同龄人互动，不管我有多愚蠢，他们的胡说八道，它几乎不能像我脑海中发生的事情那样琐碎和戏剧化 ,1
298,我吃我很恶心 ,1
299,我有他们谈论这个问题，通常一旦他们与朋友分享，生病的人至少有足够的自信能够在课堂上分享的两倍 ,2
300,我现在可能不会对她感到敌对，但是发生了什么事 ,1
301,当他告诉我它的康复良好时，我感到有些放心 ,2
302,我无法伸出手，感觉到您的手指秘诀不是我可能会感到羞耻的不，而是我可能会学到你的名字 ,1
303,我觉得我想一个人，但是当我一个人孤单时，我想做的就是能够与某人谈论这一切 ,0
304,我没有比下一个人更加艺术或更少的科学 ,2
305,我知道我们的护理关系开始结束，只是想到它使我感到非常激动 ,0
306,我感到很生气 ,1
307,我今天早上感到很麻烦 ,0
308,我无法帮助上次选择嫉妒的切肉刀 ,1
309,我讨厌它，我对我的胸部大小感到困扰 ,1
310,我坐在这里在接下来的几个小时里坐在这里感到酷刑，而您随心所欲地坐在那里，与我的自我控制保持快乐的方式 ,3
311,我感到不诚实，有些绝望 ,1
312,我发现很难拍摄自己或我的脸并考虑摄影 ,2
313,我想感到坚强的锻炼前，肌酸，举起重，并具有力量 ,2
314,我从忠实的天主教博客那里得到了很好的感觉 ,2
315,我只需要克服为他感到难过，因为他是一个社会变态者，无法自救 ,0
316,香港专业教育学院对我的信息对自己的信息的可访问性非常不舒服 ,3
317,我开始觉得那个令人讨厌的大学生在高中周围闲逛了太多 ,1
318,我觉得我看到假人的真实情况 ,0
319,我对从这里的情况有些不确定，但我觉得周末便盆训练取得了成功 ,3
320,我觉得我很生气，以后再向她展示 ,1
321,当我不得不醒来时，我感到不哭泣 ,0
322,当我遇到一个女孩时，我有这种感觉 ,1
323,我不在乎我哭了很长时间的痛苦 ,1
324,我肯定会感到更有希望 ,2
325,我感到非常忽视，以至于我只见过他一次，他就像 ,0
326,理查德·道金斯（Richard Dawkins）慢慢地表明自己是另一个肤浅的仇恨，似乎没有能力与社会其他社会建立共同的理解或找到相互立场，我感到非常失望。 ,0
327,我的桃子感觉她在拖车公园里的生活是空的 ,0
328,昨天我一个人在家，鉴于这种情况，我感到非常无精打采和静音 ,0
329,我一直想知道成为那些无忧无虑的女孩之一的感觉 ,2
330,我觉得和痛苦永远不会结束 ,0
331,我很紧张，我发现我很羞愧地承认我选择在虐待关系中留下十多年的恋爱关系，并选择让我的孩子对此进行。 ,3
332,我感到有些担心 ,3
333,我对自己的余生感到兴奋，并感到非常荣幸能够拥有过去几年的令人难以置信的经历，但是现在是我继续前进的时候了 ,2
334,如果只有几天的时间尝试不同的技术，我有时会在时间管理方面做得很好，但最终我回到了旧的方式，我现在对自己感到沮丧 ,1
335,我在淋浴时使用它，喜欢它使我的皮肤感觉的方式，气味也很棒 ,2
336,我感觉这些真的很愤怒的丑陋的感觉 ,1
337,当我听时，我真的很娱乐和告知 ,2
338,生病的感觉越来越疯狂，更多地想到了哪里 ,3
339,我感到很沉闷，我一直感到恶心 ,0
340,我觉得我不断受到折磨和迫害在家 ,1
341,我感到非常抱怨，孤独和悲伤 ,0
342,我一直梦想着那个，但是当我醒着时，他们坐在我的脑海中，渴望焦虑，使我白天感到烦躁和不舒服 ,1
343,我损失了美元，第二天我赢了我度过的周末，在感到贪婪和对金钱有无忧无虑的态度之间振荡 ,1
344,我最近感到非常不知所措 ,3
345,我认为她亲爱的裘德（Jude）没有什么错 ,3
346,我没有许可证我不能喝酒，我每天都要服药，这会让我感到昏昏欲睡，现在每当我独自一人走路或骑自行车的任何地方，我都会害怕死亡，我将再次在急诊室醒来 ,0
347,我开始感到压力和沮丧 ,0
348,我在eminem和nicki minaj宽度XID之间的Dito中感到很漂亮 ,2
349,我觉得我很聪明，但我的测试有时不错，有时不 ,2
350,我认为您不会认真不喜欢电影中的任何人，即使是恶棍很有趣 ,0
351,我很幸运能在我的生活中拥有你们 ,2
352,我不会有意地伤害任何可能不委屈我的人的感觉 ,1
353,我有点像la脚的妈妈 ,0
354,我相信我有点不对劲，而在大学里有点焦虑地努力努力 ,3
355,我可以看到直接的结果，我觉得我在做的是值得的 ,2
356,我不知道为什么我真的感到失望的他，他什么都没告诉我，实际上只是虚构 ,0
357,我觉得我可以相信他，出于某种原因，我只是接受了他所说的话，这对我来说很难与大多数第一人称叙述者以实玛利（Ishmael）做到 ,2
358,当你向我解释时，我肯定会感到愚蠢 ,0
359,当我看他们的工作时，我只是毫无价值 ,0
360,我已经有一段时间感到不满，任何时候都有上学或离开的话让我开心 ,0
361,每当我记得我看到你时的行为时，我都会感到害羞 ,3
362,我想知道，我们当中有多少人不热情的人感觉很好，直到我们被告知我们应该对自己的工作充满热情 ,2
363,我今天感到叛逆 ,1
364,我真的很犹豫 ,3
365,我呼吸并回到自己的自己身上，试图感觉到我与神的联系 ,2
366,我仍然对我的上一篇博客文章感到不舒服，因为这一切都花钱 ,3
367,我喜欢上学并接受所有这些信息，我发现自己很想迈出下一步并进入职业世界 ,3
368,我觉得你知道你比这个搞砸世界中的大多数人更重要 ,1
369,我不再是一个有义务的人，有义务从阿美德铅祈祷中说kaddish和daven，我感到更加放松 ,2
370,我不记得事情，但我觉得我很容易迷失在对话中 ,0
371,如果我不是身体，我会感到痛苦 ,0
372,我不期望每天的每一分钟，但我只是觉得很孤单 ,0
373,我开始感到麻木，模糊和虚弱 ,0
374,我只有最近我才感到很生气，尤其是一个 ,1
375,我正在与一个小的健康问题作斗争，这使我失望，我感到有些不知所措 ,3
376,我接近我对自己的人，是的，他们对我足够值得信赖，所以我这样做了，然后我会感到遗憾的感觉，每天都困扰着我，就像告诉我停止信任他们不要相信他们 ,2
377,我感到侮辱，您希望与Windu和Yoda大师开会，而不是尝试我的煎饼 ,1
378,我实际上可以在我的列表中添加一些书 ,1
379,我有点慌张，因为他不会接我的电话，但是我感觉与这个越来越可疑的夜晚有关，所以我放手了 ,3
380,我对这个事实感到一种奇怪的情感混合 ,3
381,我没有完全从外壳中出来，所以没有人真正看到我的行为和周围扔的大词使我感到困惑和愚蠢 ,3
382,我有点可悲，说我的iPhone inte ,0
383,我对我的未来有很多疑问，只是给我badge，我开始不确定上帝要我对我的主要人际关系部门等采取哪种道路 ,3
384,我有点奇怪吃了一些食物，我的肚子开始抽筋，所以起身走了，甚至躺下 ,3
385,我一直感到压力很大，我不喜欢 ,3
386,我感到更加生气的伤害和无助，影响我世界上的任何事情 ,1
387,我一直感到压力很大 ,0
388,第二天，我确实感到受伤，并向她解释说，那样不有趣 ,0
389,我觉得我不交流，因为我说话不多 ,2
390,我在餐厅感到很奇怪，想吐倒 ,3
391,我经常觉得世界注定要失败，这仅仅是事实并没有被像我这样的人摧毁，或者仅仅被错误证明了一个奇迹 ,0
392,我很愚蠢地陷入水中的麻烦 ,0
393,我害怕像你这样的人，使我感到比以前感到的感觉更丑陋，更令人作呕和可怕 ,0
